subscription_id,user_id,service_id,billing_cycle_id,status_id,next_payment_date,auto_renew
28517,194,3,1,3,2020-10-19,True
72143,679,3,1,2,2019-07-24,False
1478,774,6,1,3,2022-06-20,True
73660,423,1,2,1,2019-05-11,False
21496,1000,1,2,3,2022-10-11,False
89835,543,2,1,1,2020-11-13,False
13947,22,1,1,3,2018-10-21,False
38416,644,1,2,3,2020-07-01,False
19595,710,3,1,3,2019-12-22,True
20476,673,8,2,3,2019-09-13,True
10578,33,2,2,3,2020-08-27,False
96398,529,5,1,2,2021-08-02,True
43250,561,6,2,1,2018-12-07,True
63760,170,8,2,3,2018-10-03,False
67791,368,8,1,3,2023-03-04,False
41125,415,4,2,3,2019-09-10,True
85015,474,6,1,2,2020-07-10,True
46427,709,7,2,1,2019-07-21,False
69990,579,6,1,1,2019-06-11,True
96663,388,4,1,2,2018-08-05,False
50861,78,1,1,3,2020-12-28,False
87395,37,8,2,2,2020-02-14,True
76650,475,7,1,1,2018-12-16,False
51918,76,4,2,1,2019-06-17,True
99451,446,3,1,2,2020-02-18,True
27029,650,6,1,1,2022-01-29,True
25663,340,6,2,1,2021-08-14,True
30711,148,6,1,3,2020-11-19,True
30182,639,5,2,2,2021-02-18,False
73719,140,5,2,2,2021-08-22,False
53860,986,7,2,3,2020-08-10,False
12142,274,2,2,2,2020-01-31,False
69972,95,7,1,2,2019-03-02,True
22222,447,5,1,1,2021-08-11,True
26385,984,3,1,2,2021-08-27,True
10280,369,5,1,2,2021-08-16,True
36205,256,6,2,3,2020-01-29,True
49534,375,8,1,2,2021-12-28,True
97058,50,3,2,2,2021-03-12,False
23612,301,5,1,3,2022-11-11,True
41960,10,1,2,2,2022-08-24,True
66365,142,3,2,3,2021-05-30,True
57671,929,1,2,2,2019-02-06,True
91931,743,3,1,1,2019-02-28,True
53110,603,2,1,3,2021-06-21,True
25502,650,7,2,1,2018-06-11,False
9660,644,2,1,2,2019-03-08,False
64299,663,8,2,2,2021-03-22,False
83934,138,5,2,3,2023-01-14,False
72610,978,3,2,1,2022-06-05,True
7797,172,7,2,3,2019-06-20,False
41460,974,7,1,3,2019-10-04,True
23605,551,4,2,3,2019-12-29,False
32539,137,5,1,2,2020-05-01,False
12230,778,1,1,3,2021-12-10,False
3103,411,1,1,2,2021-05-21,False
47601,480,1,2,1,2019-01-20,True
73682,220,3,2,1,2021-07-22,False
66998,931,5,2,1,2023-04-08,False
30823,170,4,1,2,2022-12-23,True
48581,710,4,1,1,2019-05-09,True
1698,469,2,2,2,2022-09-06,False
88014,826,7,2,3,2021-09-12,True
62789,65,4,1,2,2023-03-25,False
23896,391,4,2,2,2020-12-30,True
28464,257,5,2,1,2019-03-16,False
9511,941,2,2,3,2022-07-03,False
91699,538,9,2,1,2018-11-30,False
2626,227,6,1,3,2020-01-15,True
56650,715,8,2,3,2021-03-18,True
43138,243,9,1,2,2023-03-30,False
85279,950,3,1,3,2022-03-06,False
92604,585,5,1,2,2022-06-18,False
2098,231,9,2,3,2020-12-18,True
74787,397,6,2,3,2021-03-21,False
61959,588,5,2,1,2023-03-04,False
69878,807,6,1,3,2018-07-16,False
458,358,5,2,2,2020-09-09,False
71215,962,9,1,3,2019-05-15,True
46921,837,5,1,3,2022-05-29,False
86636,771,8,1,3,2019-11-25,False
61194,511,3,2,3,2019-04-22,False
56202,953,2,1,1,2020-09-10,False
77263,317,4,2,1,2018-12-03,True
21680,886,5,1,2,2019-04-02,False
99462,866,2,2,2,2018-08-12,True
66648,164,1,1,3,2020-09-20,True
9003,602,6,1,1,2021-08-02,True
40620,646,1,1,3,2020-01-04,False
57395,559,5,1,1,2022-11-16,False
17096,162,9,2,1,2020-10-29,True
72530,113,4,1,2,2023-04-19,True
10362,341,8,1,1,2019-09-17,True
85080,870,8,2,2,2022-07-08,True
32081,262,6,2,2,2019-07-24,False
78484,757,6,2,3,2019-09-11,True
80486,83,7,1,2,2022-09-24,False
54818,113,6,1,3,2018-12-29,True
26592,820,7,1,2,2022-12-24,False
34977,270,2,1,3,2022-09-18,True
80506,115,9,2,3,2020-12-21,True
94145,769,9,1,2,2019-07-25,True
96296,270,5,2,1,2020-09-16,True
68384,74,7,2,1,2018-05-13,False
45747,344,1,1,3,2018-10-09,False
92365,128,3,2,3,2022-05-17,True
6661,690,2,2,1,2019-01-10,False
15520,582,1,1,3,2020-08-14,False
11847,951,3,1,3,2021-12-28,False
16559,934,9,1,1,2020-01-08,True
25051,788,4,1,3,2023-03-25,True
25232,816,8,1,2,2021-04-18,False
24430,71,6,1,1,2021-10-26,True
6760,751,1,2,2,2018-07-05,False
19621,782,1,1,1,2021-12-12,False
9673,224,4,1,3,2019-10-27,False
59707,971,9,2,3,2018-08-23,True
86306,647,5,1,2,2020-05-23,True
68199,26,3,2,3,2018-10-21,False
34596,792,3,1,3,2022-11-20,True
9092,81,7,1,1,2020-03-01,False
35374,834,7,1,3,2018-08-15,False
12491,816,3,1,1,2019-10-30,False
89041,518,2,1,2,2021-06-08,False
7169,53,5,2,2,2019-11-28,False
19697,197,4,1,1,2022-12-11,False
26459,799,5,1,2,2020-10-17,True
65818,661,4,1,1,2021-04-07,True
27143,722,3,1,2,2018-09-22,True
16775,12,2,2,1,2019-12-18,False
59804,165,1,2,3,2022-10-28,True
46444,823,1,2,1,2021-02-04,False
69432,776,8,1,1,2018-12-30,False
47944,718,9,1,2,2021-12-17,False
98867,206,9,1,2,2022-09-08,False
39293,682,8,2,2,2023-01-02,False
49729,528,3,2,2,2020-11-06,True
77384,720,3,1,3,2019-12-06,True
79438,423,4,2,2,2020-10-13,False
63234,830,1,2,3,2019-03-21,True
58344,423,2,1,1,2019-02-23,False
4146,870,3,1,3,2022-02-04,False
94059,322,1,2,1,2023-03-16,False
20504,827,6,2,1,2021-11-10,False
22882,856,1,2,1,2019-12-02,False
4388,489,5,1,1,2019-06-08,False
5481,91,1,2,2,2021-11-20,True
98846,828,3,2,1,2019-11-11,True
88998,196,9,1,1,2022-11-20,True
62051,715,5,1,3,2020-01-09,True
72063,284,2,2,1,2019-04-25,False
65002,229,8,2,2,2021-09-07,False
6970,223,5,2,2,2022-06-24,True
23504,592,7,1,1,2019-03-20,False
88163,485,7,2,3,2022-06-16,False
34473,758,5,1,2,2020-08-06,True
47940,330,7,1,3,2022-11-19,True
15316,315,6,1,3,2021-08-22,True
89754,654,5,2,1,2020-10-23,False
38167,38,3,1,1,2022-01-13,True
90945,898,5,1,1,2018-12-28,True
5829,982,4,1,2,2022-11-21,True
75669,671,8,1,2,2022-02-05,True
56834,691,9,1,1,2021-04-30,False
30968,441,9,1,3,2020-05-02,False
55696,130,6,1,2,2019-04-02,False
63364,779,9,2,2,2018-11-01,False
41858,899,4,2,3,2019-11-05,False
22849,28,8,1,1,2019-10-30,True
26081,984,7,1,2,2020-05-18,False
22057,967,6,1,1,2018-11-03,False
73242,884,4,1,1,2022-07-10,True
79760,361,3,2,2,2021-04-27,True
27742,698,3,1,3,2020-10-05,False
46411,629,2,2,3,2020-03-25,False
94187,771,3,2,2,2019-10-24,False
61644,886,6,2,2,2018-05-12,True
29958,108,7,1,3,2021-05-24,True
98612,342,3,2,1,2020-11-23,True
22129,818,7,2,2,2020-05-16,True
41420,371,2,1,1,2020-08-18,False
36617,824,1,1,2,2018-07-09,True
9976,328,4,2,3,2020-12-15,True
62989,94,9,2,3,2019-06-11,False
93647,729,9,1,2,2020-01-12,False
64138,775,8,2,3,2021-03-26,False
39969,995,9,2,1,2022-05-14,True
1473,539,7,2,1,2022-12-30,False
63094,462,5,2,1,2020-12-16,False
96866,36,2,1,3,2021-09-08,False
74255,168,3,2,2,2020-07-10,True
58464,132,8,1,3,2022-05-20,True
43691,850,1,2,2,2023-02-20,False
40020,618,4,1,2,2019-02-09,True
21001,144,3,1,1,2021-08-05,False
51471,553,6,1,3,2018-08-03,False
23375,663,6,1,2,2023-03-31,False
97330,349,3,1,3,2022-05-10,False
14658,563,1,2,2,2022-01-06,True
33926,749,2,2,2,2018-12-22,False
88058,179,3,2,3,2021-07-29,False
8190,571,5,1,1,2022-02-06,False
55346,747,6,2,1,2021-10-05,False
36858,532,8,1,2,2021-12-04,False
83220,421,4,1,1,2023-04-26,False
42848,18,2,1,2,2020-11-02,True
52581,366,5,2,3,2020-11-17,False
80890,471,9,1,3,2023-04-11,True
59319,176,4,1,1,2018-10-27,True
97007,340,6,1,2,2020-07-12,False
48764,771,7,2,1,2023-02-27,True
66720,898,4,1,2,2020-10-17,False
26323,456,3,1,1,2018-08-31,True
6538,729,5,2,1,2021-12-03,False
64788,979,7,1,3,2021-05-13,True
70797,596,5,2,1,2022-09-14,True
83860,70,1,1,3,2022-12-04,True
82106,527,2,2,3,2018-06-27,False
82715,517,8,2,3,2020-07-17,False
65315,597,8,2,1,2020-06-14,True
4932,763,6,2,2,2022-12-25,True
96845,439,1,1,3,2020-01-25,True
53702,149,2,2,3,2022-03-18,False
84719,539,5,2,2,2021-11-01,True
99478,796,1,2,1,2019-07-31,False
79075,56,4,2,3,2021-06-07,True
92061,954,4,2,2,2022-03-04,True
46593,319,6,1,2,2022-07-07,False
25858,44,8,1,1,2019-11-11,True
64944,969,3,2,2,2019-10-07,False
64985,146,4,2,2,2021-05-24,True
10743,717,8,1,1,2020-01-19,True
29208,435,4,1,2,2020-05-20,False
5580,114,1,2,3,2020-12-07,False
21958,181,8,1,1,2019-03-12,False
88293,58,9,2,2,2021-12-01,True
96984,790,7,2,2,2019-11-21,False
71336,470,6,2,3,2022-02-02,False
41345,15,7,1,3,2022-03-19,True
21438,654,4,2,1,2020-06-04,True
69525,95,3,1,1,2018-05-16,True
10856,975,7,1,2,2021-12-06,False
89283,361,5,2,2,2023-04-25,True
59586,453,7,2,1,2021-07-17,True
71203,453,4,1,3,2021-03-13,False
68853,440,4,2,2,2023-01-28,True
9352,561,5,1,1,2019-08-21,True
54168,869,7,2,1,2023-01-06,False
70236,165,4,1,1,2021-12-04,False
65623,511,8,1,2,2019-11-17,False
95871,24,2,2,3,2019-12-13,True
19091,826,3,2,3,2018-09-05,True
8590,345,1,2,3,2018-11-13,True
9058,969,8,1,2,2020-09-26,True
46211,668,7,2,2,2018-08-06,False
95858,338,3,2,2,2019-09-30,False
96807,116,5,1,1,2020-12-19,True
53692,232,9,2,3,2019-11-21,False
57172,80,1,1,3,2021-05-13,True
96848,76,2,1,1,2020-02-18,True
29413,676,6,2,1,2023-03-05,False
78110,67,2,1,1,2021-12-28,False
65154,55,3,1,2,2018-11-04,True
70106,689,1,1,1,2020-02-23,True
27068,389,2,1,1,2018-05-22,True
87224,799,4,1,3,2020-12-04,True
10707,201,2,1,3,2018-10-09,False
97042,872,1,2,3,2022-04-09,True
63794,913,4,1,2,2019-06-14,True
37457,834,3,2,3,2020-06-27,True
33468,52,7,1,2,2019-03-17,True
12270,850,6,1,2,2022-01-25,False
90974,349,9,2,1,2022-11-19,True
84716,281,6,1,2,2020-08-04,False
52807,939,8,2,3,2022-11-04,True
54663,412,6,1,2,2023-04-18,True
60790,372,3,1,3,2020-11-11,True
4746,499,1,2,2,2022-02-16,False
18491,485,7,1,2,2022-12-02,True
33042,794,4,1,2,2018-10-07,True
75695,659,5,2,3,2023-03-19,True
20155,483,4,2,3,2022-05-09,False
59549,73,4,2,1,2018-11-19,True
12718,749,5,1,3,2022-01-29,True
27345,141,6,2,1,2021-05-21,False
98599,900,6,2,2,2022-12-09,True
3654,388,9,2,3,2019-06-11,True
13090,706,9,2,2,2018-12-16,True
64437,736,5,2,3,2023-01-23,False
37401,138,1,2,1,2020-10-21,False
16846,877,2,1,1,2019-05-17,True
67042,136,3,1,1,2018-05-26,True
77869,115,1,1,3,2021-01-17,True
713,506,7,2,3,2019-09-18,False
87003,680,2,2,3,2020-06-11,True
65433,242,5,2,2,2018-10-11,False
68809,139,5,2,1,2021-12-18,True
28962,968,5,1,3,2019-11-26,False
81391,436,2,2,1,2021-06-05,True
30145,651,4,1,2,2019-11-27,True
20098,190,4,1,1,2022-01-13,False
66490,25,3,1,1,2018-09-19,False
11889,829,3,1,2,2021-11-06,True
20771,638,2,1,3,2020-12-20,True
76075,197,7,1,3,2020-10-12,False
58870,415,8,1,2,2018-10-08,True
16885,70,9,2,1,2023-04-23,False
44059,434,1,1,1,2021-03-11,True
81473,847,4,2,2,2019-04-17,False
17502,866,8,1,3,2021-03-02,False
80276,840,3,2,2,2021-01-12,True
51622,269,1,2,1,2022-08-17,True
2334,396,6,1,3,2018-06-08,True
70432,277,6,2,1,2019-05-13,False
20728,793,9,2,2,2023-04-07,False
54594,326,3,2,2,2021-06-01,True
37477,746,7,1,1,2019-03-04,False
73038,857,3,2,1,2022-08-24,True
15303,688,2,1,2,2022-01-03,True
85055,671,1,1,3,2021-05-04,True
92058,300,9,1,2,2021-07-07,True
1446,320,4,2,3,2021-11-13,False
2609,742,7,1,1,2021-06-22,False
42202,915,8,1,2,2019-04-13,False
43321,403,6,2,3,2019-05-28,True
36620,796,3,1,3,2023-02-23,False
34421,748,2,2,2,2020-06-17,False
22683,623,7,1,2,2020-01-31,True
87126,716,8,1,1,2018-12-28,True
76398,712,8,2,2,2021-01-07,False
82253,238,6,2,3,2019-05-18,False
8127,555,1,2,1,2022-12-31,False
42953,271,5,2,1,2022-10-15,True
83132,290,9,2,3,2021-07-13,True
29112,416,9,1,2,2021-12-27,True
73962,223,7,2,3,2021-02-12,True
67384,415,3,1,3,2021-01-11,True
44989,818,3,1,3,2019-05-21,True
60413,720,7,1,3,2020-06-12,False
19846,913,8,1,1,2020-02-29,True
25883,177,8,1,1,2018-11-02,False
74059,568,9,1,1,2022-02-03,True
75688,275,1,2,3,2019-01-07,False
33561,272,6,2,3,2021-06-03,True
39699,312,3,2,1,2022-02-11,False
1153,341,8,2,2,2021-05-17,False
48384,20,2,2,1,2023-04-14,True
31285,658,8,1,1,2021-01-30,True
32758,255,7,1,1,2018-09-03,False
38526,151,4,1,2,2020-08-23,False
98870,979,1,1,2,2019-12-08,False
6808,641,1,2,1,2023-01-05,False
49970,717,4,2,3,2021-01-13,False
63523,704,5,1,2,2023-02-28,True
78299,137,6,2,2,2018-06-24,False
54586,822,7,2,1,2022-03-27,True
37855,599,6,1,3,2020-04-10,False
53300,405,2,2,2,2022-08-16,True
66644,866,4,2,1,2019-05-14,False
53963,225,6,1,2,2023-02-26,True
41084,74,2,1,3,2018-09-03,True
107,100,4,1,3,2020-11-27,False
19717,945,7,2,3,2020-06-15,True
78530,463,6,1,1,2018-11-22,True
69658,661,7,2,2,2018-10-11,True
46451,1000,4,1,1,2018-09-17,True
86641,850,6,2,1,2021-02-13,True
94296,173,4,2,2,2018-07-24,True
87140,398,5,2,1,2020-11-25,True
52273,310,1,1,3,2018-09-22,False
81643,688,3,1,1,2018-08-29,False
36431,174,4,2,2,2023-02-11,True
8935,73,3,1,3,2018-12-25,True
27467,519,3,2,2,2021-08-23,False
87544,813,5,1,2,2020-04-05,True
41268,711,6,1,1,2019-07-27,False
17064,716,7,1,1,2022-10-08,True
30501,590,5,1,2,2018-06-22,True
30036,834,8,1,2,2021-05-29,True
12729,622,1,2,3,2018-12-05,False
93661,613,7,2,1,2019-07-25,False
32731,99,3,2,3,2022-11-20,True
77637,315,2,2,3,2019-07-29,True
59673,417,4,2,1,2022-11-17,True
79347,839,4,2,1,2021-10-12,False
24546,53,8,1,1,2022-11-23,False
55609,311,6,1,1,2018-07-08,False
4383,442,1,2,3,2020-01-11,True
23772,734,6,1,3,2019-08-20,True
23895,101,7,2,2,2020-01-09,False
38590,101,3,1,1,2020-06-02,False
87040,753,7,2,1,2022-02-26,True
52142,386,6,1,1,2021-09-28,False
84396,691,6,2,3,2019-10-04,True
1654,792,4,1,3,2020-09-15,True
98514,521,9,1,3,2022-07-07,False
49788,90,5,2,3,2020-11-11,False
51621,107,6,2,1,2021-11-06,True
22375,934,1,1,1,2019-01-15,True
48809,793,8,1,2,2023-03-27,False
5785,149,5,2,3,2022-01-11,True
5003,204,6,1,2,2022-11-16,False
30152,44,9,1,2,2018-11-06,True
93195,934,9,2,2,2022-09-18,True
73200,681,9,1,1,2019-08-05,True
74480,323,5,1,3,2019-03-22,True
51995,79,1,1,3,2021-05-13,True
77541,685,7,1,1,2020-10-11,True
16383,132,5,2,3,2020-12-03,True
83440,265,5,1,2,2020-03-31,False
61619,255,2,2,2,2020-01-27,True
96567,44,6,2,3,2020-03-02,True
83735,143,4,2,3,2020-05-14,True
78142,277,5,1,1,2019-01-24,True
69881,260,3,2,3,2019-04-05,False
88489,242,8,2,2,2019-05-07,False
95058,168,6,1,2,2020-04-01,False
57948,308,4,1,2,2018-09-05,False
94844,6,4,1,1,2022-05-03,False
96641,188,3,2,3,2020-05-13,False
94370,870,3,1,2,2020-11-30,True
98031,917,8,2,1,2018-06-17,False
91596,528,1,2,1,2020-09-14,True
11189,982,5,2,1,2021-03-10,True
55651,690,2,1,3,2020-07-23,False
2779,120,3,1,3,2018-07-08,True
62719,624,8,2,2,2019-10-21,True
64629,870,1,2,2,2019-11-07,False
76258,574,7,2,2,2019-06-17,True
47659,226,1,1,1,2020-08-25,False
75290,963,3,2,3,2020-01-06,True
84549,963,3,2,1,2020-02-16,False
78257,863,9,1,1,2023-01-24,True
96379,890,8,2,2,2019-04-10,True
93492,921,7,1,2,2022-08-17,True
38896,887,3,2,2,2022-05-08,True
39587,621,5,2,3,2020-06-24,True
96282,395,1,2,3,2022-05-14,True
69812,173,8,2,3,2019-08-22,False
69681,726,9,1,3,2020-10-11,False
25890,101,8,2,1,2020-02-10,False
86507,484,1,2,2,2021-03-31,True
26901,414,5,2,1,2021-06-03,True
52027,575,9,2,2,2020-11-04,True
73878,350,6,2,2,2022-03-26,False
4991,515,6,2,1,2019-01-29,True
60026,373,1,1,2,2018-08-13,True
13365,642,4,2,1,2020-02-25,True
33101,237,7,1,1,2019-06-26,True
6195,115,9,2,1,2023-04-05,True
42585,477,4,1,1,2021-08-16,False
82371,393,1,1,2,2020-01-06,False
94452,531,5,1,2,2019-10-04,False
70803,399,5,2,3,2020-12-18,False
77221,421,7,2,2,2019-12-04,True
81452,807,4,1,3,2020-01-05,True
40251,31,1,1,3,2019-03-10,True
26214,574,3,2,2,2021-01-27,False
98232,880,5,2,1,2022-02-20,True
33414,778,8,1,2,2021-03-03,True
10875,966,9,1,1,2018-11-07,False
97673,343,2,1,3,2021-04-01,True
92337,932,6,1,1,2022-06-19,True
98260,31,9,1,3,2019-10-08,True
13524,501,4,2,2,2021-07-25,True
10742,879,5,2,1,2018-11-05,True
98940,665,9,1,1,2022-06-11,False
90895,185,4,2,3,2021-09-11,False
78703,260,1,2,3,2018-11-19,False
77172,416,8,2,2,2023-02-15,False
23286,761,8,2,2,2022-10-13,True
76153,595,2,1,1,2020-10-13,False
50755,883,9,1,2,2022-10-29,False
7481,337,5,2,3,2021-05-10,True
27964,813,7,1,1,2019-02-06,False
82089,805,1,2,1,2019-01-31,True
93644,205,1,2,3,2020-01-06,False
46134,435,3,1,2,2018-09-18,True
91994,231,8,2,1,2022-04-25,False
1470,619,9,2,1,2019-07-09,True
22354,861,4,1,1,2022-02-12,True
87948,663,6,1,2,2020-10-09,False
34982,21,8,1,1,2020-04-25,False
22834,45,2,1,1,2022-08-17,False
49383,988,8,1,2,2020-05-17,True
23221,169,5,2,3,2018-12-05,False
92538,605,8,2,2,2021-06-24,True
61516,162,4,1,3,2020-03-04,True
37469,122,2,1,1,2021-04-05,False
97780,325,2,2,1,2021-12-04,False
36553,193,5,2,3,2021-11-06,True
39779,82,3,1,1,2020-06-16,False
25968,701,8,2,2,2021-06-12,False
21490,461,8,1,3,2020-04-28,True
84920,479,2,2,3,2019-07-28,True
38490,448,5,1,1,2020-05-24,True
34039,300,9,1,3,2021-01-09,True
39371,196,6,2,3,2019-03-01,True
47535,267,2,2,1,2022-09-22,False
87086,346,7,1,1,2022-02-01,False
42529,799,6,1,2,2018-05-29,True
57045,414,4,1,1,2020-03-31,False
45697,672,5,1,3,2022-06-01,True
28363,389,9,1,2,2021-09-27,False
78146,166,9,1,1,2023-01-09,True
13452,911,8,1,2,2019-11-19,False
66798,212,9,1,2,2019-04-17,True
69868,61,4,2,2,2019-08-09,False
12322,888,6,2,1,2021-04-29,False
78541,28,4,2,1,2019-10-09,False
69451,73,6,2,2,2022-07-05,False
31303,131,1,1,1,2022-10-02,True
58065,209,4,2,3,2020-04-04,False
32374,332,9,1,1,2020-05-16,True
38536,801,3,2,3,2021-10-04,True
25304,325,2,2,2,2022-11-28,False
15518,411,8,2,2,2022-09-08,False
582,440,4,2,2,2019-07-14,False
24278,448,6,2,1,2021-01-13,False
46386,193,7,2,1,2020-04-11,True
68170,691,5,1,1,2021-10-08,False
49612,417,2,2,2,2018-06-21,True
41360,700,6,2,1,2022-08-04,False
46794,819,8,2,2,2022-09-01,True
35252,579,9,2,3,2018-08-15,False
33080,2,4,2,2,2019-07-25,True
35065,598,1,2,1,2022-10-08,True
76533,631,3,2,3,2020-11-20,True
49619,204,1,1,3,2020-09-19,True
80317,188,9,2,1,2018-10-13,False
74387,516,5,1,3,2018-12-04,True
97464,620,6,1,2,2019-05-25,False
43406,418,4,2,2,2018-07-19,False
21620,193,6,2,1,2022-05-07,False
67931,743,9,2,2,2020-12-14,False
32990,620,2,2,1,2020-04-13,True
44082,77,7,1,2,2023-02-06,True
57634,129,5,2,2,2019-12-10,False
75742,914,5,2,2,2021-11-17,True
54178,48,8,1,2,2020-10-15,False
73993,287,3,1,3,2022-04-12,True
91881,698,1,2,1,2021-10-14,True
85139,53,2,2,2,2020-11-04,True
68511,951,9,2,2,2018-05-30,True
96504,273,2,1,1,2021-11-17,False
82315,416,4,2,3,2018-06-11,True
22350,232,8,1,3,2018-09-10,False
41625,517,6,2,2,2020-03-09,False
6341,909,7,1,3,2021-05-06,True
20800,783,8,1,2,2019-11-05,True
95642,114,5,1,1,2020-08-17,False
93272,549,8,2,1,2021-09-21,False
1995,866,9,1,2,2022-02-13,True
28496,377,9,2,2,2021-04-04,False
4297,96,4,1,3,2022-06-04,False
47572,166,3,1,2,2023-04-11,False
32660,174,5,1,3,2018-07-14,True
44628,131,8,2,1,2019-08-13,False
36530,146,2,2,2,2019-07-11,True
98004,330,3,2,2,2018-12-24,False
53661,307,4,1,3,2022-02-16,True
7432,419,8,2,3,2021-02-08,False
59358,118,9,1,2,2021-02-04,True
63944,226,3,2,2,2021-09-12,True
67178,467,9,1,2,2018-12-14,True
41138,553,4,1,2,2020-09-22,True
53335,303,4,2,1,2021-10-14,True
10099,809,2,1,2,2021-08-25,True
53956,172,2,1,1,2019-07-21,True
28522,264,4,2,2,2018-08-17,False
74079,769,7,1,2,2019-08-06,False
26281,599,9,2,1,2020-09-10,False
29383,532,1,1,1,2018-11-20,False
24446,777,4,1,2,2022-09-27,False
91838,383,5,2,3,2020-03-31,True
14044,790,6,2,2,2022-12-13,False
36486,718,7,2,1,2023-01-30,False
50403,534,5,2,2,2018-12-02,False
43077,497,8,2,1,2020-11-12,True
22374,133,5,2,1,2018-07-12,False
31491,885,9,2,1,2021-07-08,True
21610,487,3,2,3,2019-12-31,False
22544,102,7,2,2,2022-03-16,True
82787,759,7,1,1,2021-08-02,True
81668,472,3,2,2,2018-10-28,True
75263,537,5,1,3,2020-09-24,False
31232,146,3,2,2,2021-06-30,True
87829,190,8,2,2,2023-04-13,True
97910,17,6,2,3,2018-06-07,False
75819,73,5,1,2,2019-06-26,True
12886,663,4,1,1,2018-08-16,False
61240,685,2,1,3,2022-06-09,False
33840,914,5,1,3,2020-03-01,False
55997,267,2,1,2,2019-06-12,False
16065,105,8,1,1,2020-03-28,True
28763,462,8,1,1,2020-12-19,True
66281,810,6,1,3,2022-11-24,False
80385,389,5,2,1,2021-02-19,False
66743,460,8,2,3,2020-02-24,False
49021,659,9,2,1,2021-05-23,True
59617,907,6,1,1,2019-04-25,False
97320,79,3,1,3,2020-09-09,True
41067,443,9,2,3,2021-05-24,False
42119,690,6,2,2,2021-08-22,True
6135,545,7,1,3,2021-05-08,False
57281,7,7,2,3,2018-11-18,False
81754,306,5,2,2,2021-03-07,False
84750,426,6,1,3,2018-07-27,False
30729,919,5,2,3,2022-09-05,False
75141,582,4,2,1,2021-11-23,False
45957,345,6,1,2,2021-10-06,False
91734,951,5,1,2,2021-08-12,False
27213,926,8,1,3,2019-11-07,True
1984,713,7,1,2,2022-06-05,False
97452,169,2,2,3,2019-06-02,True
81671,49,7,1,1,2023-03-23,False
18787,346,8,2,1,2018-09-27,True
45089,778,7,1,3,2019-04-13,True
80449,608,7,1,1,2021-11-18,True
65637,803,6,1,3,2022-03-25,True
61474,6,2,1,2,2022-10-22,False
5112,477,9,2,3,2019-05-12,False
11387,568,4,2,2,2022-02-06,True
48179,338,5,2,1,2022-07-23,False
85386,733,2,1,1,2019-10-28,False
52850,776,2,2,2,2020-05-13,False
40682,565,8,1,2,2018-05-09,False
83081,373,7,2,2,2018-07-19,False
26193,33,1,1,3,2021-05-15,False
67238,863,6,1,2,2023-01-29,True
75642,244,5,1,2,2021-01-16,False
63920,124,1,1,3,2021-08-19,False
65004,839,4,1,3,2018-05-09,False
9297,981,7,1,2,2021-12-26,True
82558,834,4,2,2,2022-06-11,True
19870,909,3,1,3,2021-03-08,False
44374,809,6,1,3,2020-10-15,False
50047,625,8,2,1,2019-08-16,True
74116,248,5,2,2,2022-01-18,False
85980,721,9,2,3,2022-09-07,False
41387,417,2,2,1,2022-11-30,True
98872,804,8,2,1,2021-04-20,False
38626,660,8,2,3,2021-07-19,True
98648,485,1,1,3,2021-05-06,False
10851,975,2,2,3,2022-02-19,True
39119,46,7,2,3,2022-07-22,False
25212,133,6,1,3,2022-11-15,False
88004,835,2,2,1,2018-07-30,False
46857,369,9,1,1,2018-11-18,True
99729,234,5,1,3,2019-06-27,False
69312,4,9,2,2,2021-12-26,False
6076,746,2,1,1,2023-04-20,False
2855,450,5,2,3,2018-12-23,False
53890,133,5,2,3,2020-09-27,False
37185,32,2,1,2,2021-03-24,False
45757,960,4,2,3,2022-04-04,False
13483,397,3,2,3,2018-06-29,False
56467,744,8,1,1,2021-07-08,True
82067,29,5,2,2,2020-07-13,True
34252,993,1,1,3,2018-12-12,False
1599,280,5,1,3,2021-05-26,True
83063,155,6,2,2,2022-04-06,True
20079,765,4,2,1,2020-08-03,False
84355,584,2,1,2,2020-08-12,False
67142,708,6,1,2,2020-11-25,False
83353,624,8,2,2,2020-11-27,False
57250,95,8,2,3,2019-11-05,False
57007,90,3,1,2,2021-06-16,True
54688,921,7,1,3,2021-09-09,False
38977,659,4,1,2,2021-09-07,True
1641,54,7,2,2,2020-05-11,True
81195,234,9,1,2,2022-10-31,False
63092,850,3,1,2,2023-04-15,True
38022,605,5,1,2,2021-09-10,True
95498,971,5,2,2,2019-11-27,True
87662,505,8,1,2,2020-11-08,False
78513,804,7,1,2,2020-12-05,True
79195,843,2,1,2,2021-09-22,True
85634,886,8,2,1,2023-01-31,True
57145,131,3,2,1,2021-08-31,True
10541,187,5,2,3,2020-07-30,False
14410,499,6,2,1,2021-03-20,True
25463,33,2,2,1,2020-05-25,True
53691,838,1,2,2,2019-07-19,True
12805,850,1,2,1,2021-12-28,False
97024,48,6,2,3,2022-06-30,True
52164,917,5,2,3,2021-09-02,True
7892,330,3,1,3,2018-10-12,False
6137,714,9,1,2,2022-10-09,False
62942,52,8,1,1,2021-11-05,True
52457,325,8,1,1,2019-08-25,True
59801,70,4,1,2,2022-10-12,True
56543,287,3,2,2,2022-11-30,True
19262,627,4,2,2,2021-03-05,True
95824,428,3,1,2,2021-11-30,False
18510,17,8,1,3,2020-07-23,True
19444,394,6,1,1,2018-05-31,True
86444,918,5,1,3,2019-09-29,True
