amount,date,subscription_id,user_id,service_id,billing_cycle_id,status_id,next_payment_date,auto_renew
2462.76,2019-04-20,39224,907,1,1,2,2019-05-20,True
3136.96,2021-12-08,88738,30,1,1,2,2022-01-07,True
3809.76,2022-10-10,53111,982,7,2,3,2022-11-09,False
6068.35,2020-02-05,51641,274,7,2,3,2020-03-06,True
8536.67,2018-10-20,8668,252,2,2,1,2018-11-19,False
1634.71,2018-04-18,64394,261,7,1,1,2018-05-18,True
3337.15,2020-04-18,69276,712,1,2,1,2020-05-18,False
4133.5,2021-07-28,62817,160,7,1,1,2021-08-27,True
2211.37,2019-12-23,76354,89,1,1,2,2020-01-22,True
2924.21,2018-10-24,74858,179,8,2,3,2018-11-23,True
1378.28,2022-10-26,44959,428,3,2,3,2022-11-25,True
4712.52,2022-01-12,66710,572,8,2,1,2022-02-11,False
1982.78,2020-12-15,96934,434,4,1,2,2021-01-14,True
1968.54,2019-12-07,3364,88,4,1,1,2020-01-06,False
8634.98,2021-10-22,33170,834,1,1,2,2021-11-21,True
5324.46,2022-05-16,88817,993,3,1,2,2022-06-15,False
5599.66,2021-12-20,53599,43,8,2,1,2022-01-19,False
6751.03,2021-10-09,79227,389,7,2,1,2021-11-08,False
6032.51,2021-03-15,54437,934,1,1,1,2021-04-14,True
9166.2,2020-10-16,91328,773,2,2,3,2020-11-15,False
8100.53,2022-12-18,44824,951,7,1,3,2023-01-17,False
9814.44,2022-01-16,34276,37,8,1,3,2022-02-15,True
4137.97,2020-01-08,93390,925,9,2,1,2020-02-07,False
9396.45,2021-07-10,44395,621,2,1,1,2021-08-09,False
7921.38,2018-09-10,95023,94,3,1,1,2018-10-10,True
1157.39,2022-03-26,82004,692,8,1,2,2022-04-25,True
4770.91,2019-05-07,88601,77,1,2,3,2019-06-06,False
8447.18,2021-04-30,55213,539,4,2,2,2021-05-30,False
4728.54,2021-04-26,33657,997,9,2,1,2021-05-26,False
1448.84,2022-05-06,88350,285,3,1,2,2022-06-05,True
412.6,2019-08-25,90466,798,4,2,1,2019-09-24,False
1371.87,2020-05-06,84838,71,3,1,2,2020-06-05,True
42.42,2022-09-17,56425,771,6,2,2,2022-10-17,True
3057.45,2021-01-16,42209,485,4,2,3,2021-02-15,True
2044.36,2021-07-27,81447,756,7,2,3,2021-08-26,False
7554.45,2019-11-04,60598,687,6,1,1,2019-12-04,True
6354.26,2018-10-04,17568,390,5,2,1,2018-11-03,True
7175.5,2020-05-21,99186,890,1,1,1,2020-06-20,True
1238.06,2018-08-03,33365,807,6,1,1,2018-09-02,False
7048.87,2021-01-10,49464,716,2,1,1,2021-02-09,False
9663.11,2019-07-21,66584,179,4,1,1,2019-08-20,False
2599.96,2020-01-19,26683,612,6,2,2,2020-02-18,False
9023.2,2019-10-09,22751,48,3,2,3,2019-11-08,False
9998.05,2022-03-04,36434,665,8,2,3,2022-04-03,False
8509.13,2019-02-01,97905,706,8,2,1,2019-03-03,True
8071.88,2022-10-20,30415,548,4,2,2,2022-11-19,False
7929.32,2023-03-11,23838,976,3,1,1,2023-04-10,False
3289.17,2021-03-06,12180,798,8,1,2,2021-04-05,True
5468.37,2020-09-13,47828,336,7,1,3,2020-10-13,True
3602.57,2019-07-15,50675,320,7,1,2,2019-08-14,True
5414.38,2019-05-28,89521,518,3,1,2,2019-06-27,False
508.66,2022-03-05,7723,284,8,1,2,2022-04-04,False
4871.67,2020-10-11,51403,663,5,2,1,2020-11-10,False
3501.23,2019-05-15,32937,48,1,1,1,2019-06-14,True
1889.46,2018-10-01,67843,679,1,1,1,2018-10-31,False
7402.36,2022-11-03,15268,178,7,2,1,2022-12-03,True
4959.5,2019-05-17,48097,164,8,2,2,2019-06-16,True
6758.14,2018-03-28,71338,57,9,2,1,2018-04-27,False
749.77,2021-08-18,20921,490,5,2,2,2021-09-17,False
4639.1,2022-12-04,66450,632,9,2,2,2023-01-03,True
3942.52,2018-06-22,352,290,9,2,1,2018-07-22,True
7235.19,2022-04-16,67329,47,4,1,3,2022-05-16,False
4942.06,2019-07-05,93117,346,2,2,3,2019-08-04,True
9894.8,2018-12-19,42907,902,6,2,3,2019-01-18,True
9875.01,2020-08-29,62663,893,5,1,2,2020-09-28,True
9494.42,2019-01-10,31484,295,1,2,3,2019-02-09,False
8535.27,2018-05-11,11943,665,8,2,3,2018-06-10,True
9228.11,2019-07-20,82249,316,6,1,3,2019-08-19,True
581.67,2020-11-05,76478,493,3,2,1,2020-12-05,False
9866.37,2022-05-27,46144,302,3,1,1,2022-06-26,True
4539.83,2022-04-07,33377,506,4,1,3,2022-05-07,True
7726.04,2022-04-21,90285,200,8,2,3,2022-05-21,True
7987.25,2019-01-17,77696,725,1,1,1,2019-02-16,False
7958.03,2020-04-27,44115,505,6,1,1,2020-05-27,False
8255.01,2020-10-08,14181,318,2,1,2,2020-11-07,False
8387.2,2021-07-08,80499,346,4,1,3,2021-08-07,True
2167.53,2022-03-14,27234,350,6,1,3,2022-04-13,True
4316.32,2021-03-01,45534,796,6,2,1,2021-03-31,False
1331.44,2019-12-17,36152,702,1,1,1,2020-01-16,True
9659.69,2019-04-24,839,515,8,2,2,2019-05-24,True
8420.16,2018-12-15,35114,571,1,1,2,2019-01-14,True
5485.04,2019-06-21,51374,314,6,1,2,2019-07-21,False
5815.36,2020-01-26,19205,627,4,2,3,2020-02-25,False
7906.36,2021-06-14,22176,787,4,2,1,2021-07-14,False
4911.7,2019-12-23,4421,782,5,1,3,2020-01-22,True
3118.1,2021-06-25,83745,277,7,2,3,2021-07-25,True
1313.18,2019-06-28,12854,300,6,1,2,2019-07-28,True
7107.98,2022-04-30,83235,423,3,2,3,2022-05-30,True
8963.0,2022-06-22,7721,565,9,1,1,2022-07-22,True
9851.73,2018-11-19,48661,872,3,2,2,2018-12-19,False
4442.22,2018-12-27,32003,435,6,1,2,2019-01-26,True
6772.55,2023-02-22,10890,998,4,1,2,2023-03-24,True
7751.3,2020-02-05,93351,375,5,1,2,2020-03-06,True
7220.43,2022-05-17,83951,503,9,2,1,2022-06-16,False
7577.76,2018-12-03,72080,664,1,2,1,2019-01-02,True
9338.56,2019-02-14,66873,715,9,1,1,2019-03-16,True
4031.7,2019-11-08,42788,318,1,2,1,2019-12-08,False
6375.66,2018-12-20,42450,740,8,1,2,2019-01-19,False
1658.3,2018-05-06,65183,697,2,1,2,2018-06-05,False
7056.4,2021-02-08,85883,88,5,1,2,2021-03-10,False
9208.53,2022-03-17,73563,289,6,1,2,2022-04-16,False
8709.58,2021-09-06,16321,676,6,2,3,2021-10-06,True
3488.6,2018-07-24,91018,419,8,1,1,2018-08-23,True
9762.39,2019-07-08,19806,381,6,1,1,2019-08-07,True
1256.32,2020-02-03,71552,563,3,1,3,2020-03-04,True
1942.37,2020-02-15,79132,750,3,2,1,2020-03-16,True
7387.86,2020-09-23,2754,579,3,2,1,2020-10-23,True
7003.41,2020-12-31,49944,237,5,2,1,2021-01-30,True
7984.03,2021-05-06,3092,421,8,2,3,2021-06-05,False
8301.96,2019-02-28,35336,831,4,2,3,2019-03-30,True
5331.32,2022-06-26,42869,633,1,1,3,2022-07-26,False
2934.1,2022-06-20,30066,559,4,1,3,2022-07-20,True
5486.3,2021-09-30,70975,616,6,1,1,2021-10-30,True
6920.95,2018-07-23,97933,404,2,2,1,2018-08-22,False
8451.66,2020-11-04,61582,114,8,2,1,2020-12-04,True
9488.69,2020-02-07,46584,63,7,1,2,2020-03-08,True
158.99,2022-07-13,48747,379,7,2,2,2022-08-12,False
5171.91,2021-04-23,35606,951,4,1,1,2021-05-23,True
1201.88,2022-05-10,12137,367,2,1,2,2022-06-09,False
3052.5,2023-01-20,96674,187,3,1,1,2023-02-19,False
5656.18,2019-07-10,3834,9,2,1,3,2019-08-09,False
2456.87,2020-06-20,3804,354,8,2,3,2020-07-20,True
3649.04,2020-10-10,75633,633,3,1,3,2020-11-09,False
9128.62,2023-02-01,40965,971,3,2,1,2023-03-03,True
4579.09,2018-05-22,50306,966,6,1,1,2018-06-21,True
8589.84,2021-06-17,43514,371,3,1,1,2021-07-17,True
434.4,2020-04-01,93412,512,9,2,1,2020-05-01,True
220.81,2019-07-22,43208,196,5,2,3,2019-08-21,True
7196.69,2020-01-01,66623,345,3,2,1,2020-01-31,True
414.79,2019-07-08,29876,708,5,2,3,2019-08-07,False
4056.93,2018-11-28,46674,675,9,2,3,2018-12-28,False
9064.29,2022-12-28,6331,414,2,2,2,2023-01-27,True
8049.31,2018-11-07,58114,936,4,2,1,2018-12-07,True
3491.84,2019-06-19,4000,952,6,1,3,2019-07-19,True
9861.42,2019-09-22,7479,473,7,1,3,2019-10-22,False
6130.88,2021-12-28,11715,187,2,1,2,2022-01-27,False
4484.58,2022-07-22,24958,351,3,2,3,2022-08-21,False
2107.95,2019-02-20,93990,585,4,2,2,2019-03-22,False
5205.18,2022-10-28,93638,998,8,2,2,2022-11-27,False
5644.96,2020-12-28,95125,404,2,1,2,2021-01-27,True
4424.67,2022-04-25,61291,191,6,1,1,2022-05-25,False
6942.78,2019-05-27,12611,692,6,2,1,2019-06-26,True
7518.63,2019-01-27,63396,289,6,1,3,2019-02-26,False
1507.65,2023-02-10,97510,807,2,2,2,2023-03-12,False
8246.63,2020-12-01,64002,863,2,1,2,2020-12-31,False
4886.29,2019-05-10,57926,189,4,1,3,2019-06-09,True
1976.06,2022-06-02,99472,332,7,1,2,2022-07-02,False
7448.11,2019-03-12,15970,429,5,1,1,2019-04-11,True
8201.84,2022-04-19,8075,834,4,1,1,2022-05-19,False
904.39,2020-03-13,89022,912,7,1,1,2020-04-12,True
4247.55,2020-12-31,96606,165,1,2,1,2021-01-30,True
6053.85,2019-05-17,66494,596,1,2,1,2019-06-16,True
6569.36,2018-07-17,93102,496,3,1,1,2018-08-16,False
7235.35,2022-05-12,78217,708,8,1,2,2022-06-11,True
9849.58,2020-03-04,87315,256,8,2,3,2020-04-03,True
2510.05,2022-01-05,54786,684,6,2,3,2022-02-04,False
2554.18,2021-10-23,92200,225,6,2,2,2021-11-22,True
6756.71,2021-03-07,68061,440,2,2,2,2021-04-06,False
7417.45,2019-01-01,40741,97,9,1,2,2019-01-31,False
7599.21,2022-07-08,71764,158,6,1,1,2022-08-07,False
6503.0,2021-01-21,6185,331,4,2,2,2021-02-20,False
6154.32,2023-02-22,38407,373,4,2,3,2023-03-24,True
3746.95,2020-06-23,29018,72,1,2,3,2020-07-23,False
3393.88,2022-06-12,5978,697,6,1,3,2022-07-12,False
2246.82,2022-06-22,82155,94,7,1,2,2022-07-22,True
4965.27,2020-05-04,13402,349,1,2,2,2020-06-03,False
197.17,2021-05-24,45904,629,3,2,3,2021-06-23,True
7790.33,2019-11-09,37621,391,2,2,1,2019-12-09,False
2637.24,2019-01-16,78480,964,6,2,3,2019-02-15,False
3090.74,2021-10-02,37285,635,9,2,2,2021-11-01,False
7170.2,2021-09-05,38128,809,5,2,3,2021-10-05,False
2046.39,2019-04-09,17253,604,5,1,2,2019-05-09,False
5532.2,2020-07-10,84599,135,9,2,2,2020-08-09,True
3725.92,2020-10-06,62643,570,8,2,2,2020-11-05,True
6060.53,2021-10-22,38643,802,1,2,3,2021-11-21,True
7068.26,2021-09-23,13003,910,2,1,2,2021-10-23,True
2671.65,2018-06-28,98704,428,4,2,3,2018-07-28,False
9656.94,2018-04-29,77884,458,4,1,1,2018-05-29,False
3659.77,2022-05-18,85234,241,4,1,3,2022-06-17,True
2983.24,2019-04-29,61976,931,4,2,1,2019-05-29,False
8278.25,2021-01-26,38306,622,5,2,3,2021-02-25,True
9743.67,2022-04-01,96841,336,1,1,3,2022-05-01,False
7882.61,2020-06-10,86587,635,7,2,2,2020-07-10,True
1610.38,2019-09-15,94993,170,1,2,3,2019-10-15,True
2354.51,2018-08-02,65280,390,1,1,2,2018-09-01,False
660.73,2020-10-06,84757,31,4,2,1,2020-11-05,False
2494.86,2021-02-09,88270,452,7,2,3,2021-03-11,True
9091.41,2018-09-12,20165,749,7,1,2,2018-10-12,False
6368.18,2022-12-03,38463,578,4,2,1,2023-01-02,True
1250.51,2018-12-11,6928,526,4,1,3,2019-01-10,False
4100.83,2019-09-16,91458,713,7,1,1,2019-10-16,False
4115.89,2022-05-24,87658,150,9,1,2,2022-06-23,False
5977.04,2019-02-19,56659,767,8,1,2,2019-03-21,True
7443.87,2018-06-21,95112,371,6,1,3,2018-07-21,True
5590.6,2022-07-09,75036,730,6,2,3,2022-08-08,False
7552.58,2023-01-03,80559,234,7,1,2,2023-02-02,True
5436.23,2018-07-04,53124,406,4,2,1,2018-08-03,True
3935.56,2021-01-05,75241,537,2,1,1,2021-02-04,False
2359.92,2023-01-13,19710,761,2,1,2,2023-02-12,True
4838.38,2020-02-02,40667,471,1,2,2,2020-03-03,False
2283.54,2020-04-23,47794,592,7,2,3,2020-05-23,True
6130.32,2021-11-03,84503,588,3,1,1,2021-12-03,True
2236.0,2020-03-27,15544,751,5,1,1,2020-04-26,True
4333.57,2022-11-11,20671,629,9,1,1,2022-12-11,True
7039.96,2022-08-17,54002,676,3,1,2,2022-09-16,False
2929.97,2018-06-06,58888,800,9,1,3,2018-07-06,True
6706.14,2022-10-27,25253,792,9,2,1,2022-11-26,False
123.47,2020-07-02,82654,105,2,1,2,2020-08-01,True
1817.89,2020-07-31,16809,98,5,2,2,2020-08-30,True
1192.64,2020-02-28,13245,53,3,1,2,2020-03-29,True
1165.44,2018-08-22,13905,501,6,1,2,2018-09-21,False
1524.93,2022-08-08,78105,1000,2,1,2,2022-09-07,True
3898.21,2022-06-16,15280,110,9,1,1,2022-07-16,False
8674.92,2019-08-05,21563,506,9,1,2,2019-09-04,True
6466.39,2020-12-08,1194,710,3,2,2,2021-01-07,False
6691.81,2022-10-25,24376,887,3,2,2,2022-11-24,True
2428.77,2019-08-25,48075,251,7,2,3,2019-09-24,False
1383.66,2018-05-01,46277,921,9,1,1,2018-05-31,False
6428.44,2020-03-27,34061,135,9,1,2,2020-04-26,False
9829.31,2021-08-14,95815,160,4,1,2,2021-09-13,True
7826.65,2021-05-28,35361,244,7,2,3,2021-06-27,False
1593.35,2018-11-08,29111,841,9,1,3,2018-12-08,True
4422.65,2020-04-20,7057,226,6,2,2,2020-05-20,True
8669.96,2021-03-20,23171,448,7,1,3,2021-04-19,True
5023.4,2022-10-30,26765,814,6,2,3,2022-11-29,False
1451.25,2018-09-21,381,51,1,2,3,2018-10-21,True
8706.24,2020-06-05,61000,740,6,1,3,2020-07-05,True
4520.26,2018-07-19,34067,407,1,1,1,2018-08-18,True
6472.79,2018-12-08,37838,447,2,2,2,2019-01-07,False
4471.67,2020-08-22,84337,1000,1,2,1,2020-09-21,True
767.38,2018-10-04,34666,23,6,2,1,2018-11-03,False
70.86,2020-12-15,88992,711,6,2,2,2021-01-14,True
2311.21,2018-11-09,63614,604,9,1,1,2018-12-09,True
154.02,2022-09-22,63849,994,1,2,3,2022-10-22,True
9071.47,2019-05-03,99183,465,8,1,3,2019-06-02,False
7660.16,2022-12-22,47926,584,7,1,2,2023-01-21,False
7805.1,2021-09-22,17116,551,5,2,3,2021-10-22,False
7846.46,2021-03-04,3836,243,1,1,3,2021-04-03,False
9062.08,2019-09-18,33141,4,4,2,1,2019-10-18,True
7391.74,2022-07-06,32139,775,6,2,3,2022-08-05,True
2456.9,2021-05-27,64072,117,9,2,3,2021-06-26,False
8241.64,2021-09-03,97964,241,9,1,2,2021-10-03,False
5516.02,2020-12-07,22495,508,1,1,1,2021-01-06,True
7146.15,2018-07-06,41738,111,5,1,3,2018-08-05,True
8283.14,2018-10-19,30380,691,2,2,3,2018-11-18,False
3659.91,2019-02-24,86694,678,7,2,2,2019-03-26,False
8085.35,2021-06-01,36592,715,9,2,3,2021-07-01,True
925.78,2020-12-24,61219,785,9,1,3,2021-01-23,True
4385.3,2019-04-28,69607,631,8,2,1,2019-05-28,False
6405.02,2019-01-06,70661,498,3,1,1,2019-02-05,False
7121.04,2022-02-06,34789,964,6,1,2,2022-03-08,True
4482.6,2022-02-07,72264,629,8,1,2,2022-03-09,False
599.11,2021-10-31,83172,623,2,1,2,2021-11-30,True
2865.13,2021-01-01,43831,251,7,1,2,2021-01-31,False
3589.11,2021-05-11,89926,853,6,1,3,2021-06-10,True
9174.08,2020-02-08,59686,308,9,1,1,2020-03-09,False
407.44,2019-11-08,35171,117,1,1,3,2019-12-08,False
1451.38,2019-07-05,7861,92,4,1,1,2019-08-04,True
2423.67,2020-10-29,51221,582,5,1,2,2020-11-28,True
3058.03,2023-01-28,48928,670,5,2,2,2023-02-27,True
9185.67,2020-06-29,98941,216,9,1,2,2020-07-29,True
5744.09,2020-04-15,66219,527,3,2,3,2020-05-15,False
4642.14,2020-02-09,95729,679,5,2,2,2020-03-10,True
7656.95,2022-08-28,89932,787,5,2,1,2022-09-27,False
8280.26,2021-04-06,79730,136,5,1,1,2021-05-06,False
4106.64,2019-02-03,88758,771,2,2,3,2019-03-05,False
365.62,2021-12-28,52497,985,2,1,2,2022-01-27,True
1179.67,2022-07-17,86626,685,1,2,1,2022-08-16,True
9314.83,2022-12-27,47652,125,4,1,3,2023-01-26,True
287.52,2019-07-20,40433,306,6,2,2,2019-08-19,False
3277.64,2019-12-30,60331,960,6,1,2,2020-01-29,True
8247.0,2021-08-15,73947,675,6,2,2,2021-09-14,True
8507.67,2019-07-14,76941,891,1,2,2,2019-08-13,True
4249.63,2021-07-05,5174,786,9,2,2,2021-08-04,True
3417.6,2022-06-18,33523,415,7,2,1,2022-07-18,False
723.14,2022-04-07,49628,937,1,2,1,2022-05-07,False
7353.32,2022-04-10,13034,572,3,2,1,2022-05-10,False
3323.66,2022-05-19,77882,764,3,2,1,2022-06-18,False
2615.87,2022-06-04,67733,692,7,2,1,2022-07-04,False
5616.07,2019-07-15,94913,873,4,2,3,2019-08-14,False
4193.83,2021-07-26,95826,965,4,2,2,2021-08-25,True
3525.71,2022-03-29,24057,494,2,1,1,2022-04-28,False
1645.55,2019-08-29,5833,236,3,1,1,2019-09-28,True
6436.43,2018-06-08,36394,622,4,1,1,2018-07-08,False
4768.74,2019-05-01,79691,554,9,2,2,2019-05-31,False
109.21,2019-03-18,40472,90,7,1,1,2019-04-17,True
4915.6,2018-12-18,30083,362,7,2,3,2019-01-17,False
2374.75,2019-09-22,21270,975,2,2,1,2019-10-22,False
432.2,2018-07-13,25446,35,3,1,2,2018-08-12,False
9432.72,2021-03-07,89056,565,8,2,3,2021-04-06,False
8097.89,2022-05-07,35042,17,4,1,2,2022-06-06,False
8042.04,2021-03-16,75597,354,6,2,1,2021-04-15,False
4100.63,2019-02-13,50008,897,5,2,2,2019-03-15,False
9137.61,2019-08-22,47206,654,6,1,2,2019-09-21,True
40.3,2019-06-03,23294,361,8,2,3,2019-07-03,True
3110.13,2022-06-29,35405,202,5,1,2,2022-07-29,False
7592.96,2018-08-21,24394,406,9,1,3,2018-09-20,True
5394.73,2019-09-15,99155,64,3,2,2,2019-10-15,True
6621.22,2023-02-19,3190,175,5,2,3,2023-03-21,False
5514.89,2023-01-03,10255,93,3,1,2,2023-02-02,True
5294.1,2019-11-01,15285,879,3,1,2,2019-12-01,False
9971.51,2018-05-19,39624,454,1,1,2,2018-06-18,False
9815.94,2021-02-24,33404,862,3,2,1,2021-03-26,True
5935.72,2019-05-24,20024,989,6,2,3,2019-06-23,True
2344.23,2018-11-06,39798,770,3,2,2,2018-12-06,True
6922.17,2023-01-28,65382,939,5,1,1,2023-02-27,True
9855.39,2021-05-20,26689,915,8,2,3,2021-06-19,False
4612.28,2020-01-14,32707,74,3,2,2,2020-02-13,False
1304.79,2021-01-19,87079,344,9,1,3,2021-02-18,False
1433.77,2020-08-24,66681,882,8,2,1,2020-09-23,True
426.14,2022-04-26,43090,968,8,1,3,2022-05-26,True
3419.35,2021-03-18,25589,470,3,2,1,2021-04-17,True
1378.74,2023-03-15,53926,352,1,2,2,2023-04-14,True
8578.14,2022-06-18,96491,887,1,2,3,2022-07-18,True
9639.1,2021-07-02,13153,354,5,1,2,2021-08-01,False
6895.07,2023-01-18,89828,248,3,1,1,2023-02-17,True
7483.44,2022-04-28,39869,723,5,1,1,2022-05-28,True
1080.77,2021-11-07,95528,901,4,2,1,2021-12-07,True
6618.67,2018-05-31,80950,132,6,1,2,2018-06-30,False
4086.42,2021-07-20,55584,232,5,1,3,2021-08-19,True
7913.06,2019-07-31,9195,975,5,2,2,2019-08-30,False
6658.71,2018-08-01,73161,248,3,2,2,2018-08-31,True
6761.66,2022-11-29,52425,240,1,2,2,2022-12-29,False
7507.56,2022-07-17,55347,446,9,1,3,2022-08-16,True
3253.1,2020-04-17,38000,249,3,1,1,2020-05-17,False
3915.99,2019-11-25,94266,813,6,1,3,2019-12-25,False
6467.46,2020-10-05,99089,77,9,1,3,2020-11-04,True
1189.08,2020-08-09,88509,963,7,1,1,2020-09-08,False
6684.24,2020-03-26,20092,1,5,1,3,2020-04-25,False
7154.4,2019-04-05,95708,377,8,1,3,2019-05-05,False
6461.63,2022-07-06,80769,554,2,1,3,2022-08-05,False
1235.87,2022-06-14,89258,632,1,2,1,2022-07-14,True
3457.57,2019-01-13,99149,43,6,1,2,2019-02-12,False
6475.82,2021-07-05,28104,188,5,1,2,2021-08-04,False
1653.66,2020-09-03,86516,427,5,1,1,2020-10-03,True
3933.78,2021-07-30,23125,801,5,1,2,2021-08-29,False
198.69,2021-03-06,18597,940,3,2,2,2021-04-05,True
2328.52,2018-11-18,32979,831,4,2,2,2018-12-18,True
3162.98,2021-10-21,95328,805,1,1,2,2021-11-20,True
7316.43,2018-10-02,26793,314,6,1,1,2018-11-01,True
7926.52,2020-08-16,31836,821,3,2,2,2020-09-15,True
797.68,2022-04-05,37658,804,1,1,3,2022-05-05,True
627.84,2022-02-19,15086,926,3,2,2,2022-03-21,False
3373.28,2019-01-25,35008,89,6,1,2,2019-02-24,False
3744.52,2020-01-09,47707,338,3,2,1,2020-02-08,False
5857.92,2019-08-16,70599,627,6,1,2,2019-09-15,True
3227.3,2018-09-14,89375,409,2,1,1,2018-10-14,True
846.84,2023-03-08,62305,777,5,1,3,2023-04-07,False
4929.3,2022-03-23,95711,176,7,1,3,2022-04-22,True
6717.48,2022-09-03,93147,384,8,1,2,2022-10-03,True
8465.44,2023-02-25,26980,835,3,1,2,2023-03-27,False
490.02,2022-03-28,51548,273,1,1,2,2022-04-27,False
2526.9,2022-05-20,11895,543,9,2,2,2022-06-19,False
7878.59,2019-06-21,22641,238,4,1,3,2019-07-21,True
1602.45,2019-06-29,87619,818,9,1,2,2019-07-29,False
8960.42,2022-07-28,99292,395,8,1,3,2022-08-27,False
7856.68,2020-04-13,69005,77,1,1,3,2020-05-13,False
8343.71,2020-10-19,40782,408,3,1,1,2020-11-18,True
1032.75,2023-01-20,89025,82,4,1,3,2023-02-19,True
8505.95,2021-05-25,16112,918,3,1,1,2021-06-24,False
854.69,2021-03-09,35783,39,4,1,3,2021-04-08,True
5473.17,2022-12-22,83651,992,1,2,3,2023-01-21,False
7900.78,2021-08-14,26790,327,3,2,3,2021-09-13,False
1412.46,2018-07-04,83679,743,4,1,3,2018-08-03,False
2350.1,2019-12-08,42304,551,3,1,1,2020-01-07,True
2202.45,2020-03-01,56497,234,2,2,1,2020-03-31,False
1243.7,2022-10-18,42963,322,2,1,2,2022-11-17,True
8205.8,2022-07-10,95166,28,7,2,2,2022-08-09,False
8556.46,2022-09-10,99310,190,6,1,1,2022-10-10,True
5506.07,2022-07-13,63763,451,2,1,3,2022-08-12,False
837.74,2020-04-02,94306,818,9,1,2,2020-05-02,False
1660.62,2020-12-16,73905,396,9,2,1,2021-01-15,False
4928.94,2018-10-21,63604,188,2,1,2,2018-11-20,True
9800.94,2020-04-09,42541,853,8,2,3,2020-05-09,False
5365.88,2018-12-04,93425,751,2,1,3,2019-01-03,True
8303.42,2020-10-25,8448,26,1,2,2,2020-11-24,True
1233.65,2021-08-26,80397,593,8,1,1,2021-09-25,False
2987.66,2022-12-22,53386,114,7,2,3,2023-01-21,False
7803.83,2019-03-22,10063,318,8,1,2,2019-04-21,True
548.79,2020-11-09,93145,503,3,2,1,2020-12-09,False
8697.31,2020-11-30,55953,945,1,2,1,2020-12-30,False
3830.55,2018-05-17,89142,298,6,2,1,2018-06-16,False
9087.2,2020-04-08,55768,428,1,2,1,2020-05-08,False
4036.4,2021-04-11,31371,961,7,1,3,2021-05-11,True
7492.2,2018-11-22,70084,102,4,2,3,2018-12-22,True
1740.82,2020-07-16,83147,483,8,1,3,2020-08-15,False
6579.15,2021-02-05,52055,212,8,2,3,2021-03-07,True
8062.66,2021-09-08,41413,754,5,2,2,2021-10-08,True
3462.25,2022-07-23,42807,426,1,1,1,2022-08-22,True
8460.69,2022-07-06,30060,167,9,2,1,2022-08-05,True
8835.49,2019-11-05,3621,646,2,1,2,2019-12-05,False
588.28,2021-11-18,76606,351,4,1,3,2021-12-18,True
8618.85,2021-05-10,43990,709,7,1,2,2021-06-09,True
7120.07,2019-10-20,11606,356,5,2,1,2019-11-19,True
677.28,2021-03-06,7410,817,2,2,1,2021-04-05,True
1191.61,2020-06-14,21067,329,1,1,1,2020-07-14,True
6549.58,2020-02-01,36988,345,6,2,1,2020-03-02,False
1972.82,2019-09-19,39270,863,8,2,3,2019-10-19,False
7858.84,2022-09-26,18805,339,7,2,3,2022-10-26,True
9568.49,2018-03-28,5027,810,7,2,3,2018-04-27,True
831.7,2022-02-13,86145,333,7,1,1,2022-03-15,False
7284.58,2021-02-28,61180,437,4,2,2,2021-03-30,True
2277.07,2021-11-14,89977,133,1,2,2,2021-12-14,True
7766.14,2023-03-26,5844,891,8,2,3,2023-04-25,False
6768.21,2022-01-11,55896,767,8,1,1,2022-02-10,True
8904.29,2020-04-24,63496,897,8,1,1,2020-05-24,False
3559.74,2019-04-06,60057,455,6,1,1,2019-05-06,True
9310.28,2020-04-28,6469,573,5,1,1,2020-05-28,True
388.71,2020-08-20,16958,614,7,2,3,2020-09-19,True
6232.93,2020-12-22,2133,1,5,1,3,2021-01-21,True
6389.83,2020-09-11,45921,673,1,2,2,2020-10-11,False
9966.65,2019-08-05,78998,944,4,2,2,2019-09-04,True
639.22,2023-02-08,10902,349,1,1,1,2023-03-10,True
837.55,2021-05-19,57100,259,5,2,3,2021-06-18,False
7161.14,2022-12-03,5806,915,5,1,1,2023-01-02,False
8034.5,2019-12-31,83876,35,5,1,2,2020-01-30,False
4686.09,2021-01-04,99450,41,6,1,2,2021-02-03,True
4667.93,2022-03-25,91814,248,9,2,1,2022-04-24,True
8104.08,2019-11-27,89762,70,6,2,3,2019-12-27,False
2510.32,2020-03-29,96025,235,3,2,1,2020-04-28,False
4545.42,2018-10-06,53361,225,5,1,2,2018-11-05,True
1750.91,2020-09-14,23636,267,5,2,3,2020-10-14,False
2576.71,2019-06-24,15100,369,4,2,3,2019-07-24,False
3176.5,2019-07-18,41511,157,8,1,3,2019-08-17,False
5642.05,2019-08-27,30431,10,1,1,1,2019-09-26,True
9399.79,2018-12-02,55204,268,9,1,2,2019-01-01,True
2073.15,2021-05-07,61989,472,6,1,1,2021-06-06,True
7424.47,2019-08-14,88359,348,8,2,2,2019-09-13,False
9106.03,2020-02-11,70328,628,1,2,3,2020-03-12,False
3420.17,2019-08-08,35046,68,8,2,1,2019-09-07,False
5614.39,2021-11-18,98519,582,3,2,2,2021-12-18,True
5838.39,2019-03-18,47538,730,9,1,2,2019-04-17,False
4507.9,2020-08-03,19165,704,6,2,1,2020-09-02,False
9391.98,2019-11-07,95536,870,9,1,1,2019-12-07,True
468.28,2022-06-07,59563,421,5,1,1,2022-07-07,False
6036.21,2018-12-03,39957,456,8,1,1,2019-01-02,True
7206.38,2022-12-21,21839,109,5,2,1,2023-01-20,True
