amount,date,subscription_id,user_id,service_id,billing_cycle_id,status_id,next_payment_date,auto_renew,payment_id,payment_date,payment_method_id,status
370.36,2019-06-09,83114,217,2,2,1,2019-07-09,True,83114,2019-06-09,2,Completed
1093.54,2022-10-17,1192,302,7,1,1,2022-11-16,False,1192,2022-10-17,2,Completed
4561.89,2019-02-20,91385,283,6,1,2,2019-03-22,False,91385,2019-02-20,1,Pending
1194.17,2021-08-02,72019,604,4,2,2,2021-09-01,False,72019,2021-08-02,4,Completed
6722.34,2022-08-17,72597,129,7,1,2,2022-09-16,True,72597,2022-08-17,1,Failed
4503.95,2022-04-22,23057,421,2,2,1,2022-05-22,False,23057,2022-04-22,1,Failed
359.21,2021-10-04,178,154,8,2,1,2021-11-03,True,178,2021-10-04,3,Completed
5930.14,2021-09-04,51706,133,4,2,3,2021-10-04,False,51706,2021-09-04,2,Failed
4193.75,2020-09-02,4046,721,1,1,1,2020-10-02,True,4046,2020-09-02,4,Completed
7162.41,2021-10-17,27639,1000,6,2,3,2021-11-16,False,27639,2021-10-17,2,Completed
3130.53,2022-12-01,91305,519,1,2,1,2022-12-31,True,91305,2022-12-01,2,Pending
7240.12,2021-10-19,22243,795,5,1,2,2021-11-18,True,22243,2021-10-19,3,Failed
60.05,2020-05-28,83765,783,5,2,2,2020-06-27,True,83765,2020-05-28,2,Pending
480.49,2019-06-24,45812,904,9,1,1,2019-07-24,True,45812,2019-06-24,4,Failed
2453.7,2018-06-27,82341,996,5,1,2,2018-07-27,True,82341,2018-06-27,4,Pending
9933.28,2020-12-28,32680,68,6,2,2,2021-01-27,True,32680,2020-12-28,4,Completed
6726.56,2019-12-08,65647,96,8,2,2,2020-01-07,True,65647,2019-12-08,3,Completed
5141.56,2019-06-24,42640,352,6,1,3,2019-07-24,False,42640,2019-06-24,4,Completed
6038.56,2021-02-14,68489,670,8,2,3,2021-03-16,False,68489,2021-02-14,3,Failed
3284.03,2018-10-14,97418,390,1,2,2,2018-11-13,False,97418,2018-10-14,3,Completed
8697.36,2022-03-24,12832,901,1,1,3,2022-04-23,False,12832,2022-03-24,2,Pending
7141.39,2019-12-16,85216,298,8,2,2,2020-01-15,False,85216,2019-12-16,4,Completed
6237.04,2023-02-10,4067,224,9,2,1,2023-03-12,True,4067,2023-02-10,1,Completed
6261.19,2018-11-04,55520,542,3,2,3,2018-12-04,False,55520,2018-11-04,2,Pending
3070.78,2018-04-11,30787,884,9,1,1,2018-05-11,True,30787,2018-04-11,4,Pending
6849.46,2019-09-10,45499,354,4,2,1,2019-10-10,False,45499,2019-09-10,1,Failed
3314.19,2018-05-27,50164,251,8,1,3,2018-06-26,False,50164,2018-05-27,1,Failed
7850.15,2022-10-31,68780,999,2,1,1,2022-11-30,True,68780,2022-10-31,3,Completed
5002.12,2021-06-01,78185,60,3,2,2,2021-07-01,False,78185,2021-06-01,4,Completed
6828.65,2019-11-18,24663,74,9,1,1,2019-12-18,True,24663,2019-11-18,3,Completed
8582.77,2022-12-02,2833,239,4,1,2,2023-01-01,True,2833,2022-12-02,3,Pending
5446.16,2021-04-22,96261,157,7,2,2,2021-05-22,True,96261,2021-04-22,4,Completed
2663.53,2021-11-07,22104,384,7,1,1,2021-12-07,True,22104,2021-11-07,2,Pending
4003.98,2022-11-18,3977,769,9,1,3,2022-12-18,False,3977,2022-11-18,3,Completed
2922.18,2020-06-20,34703,657,5,1,2,2020-07-20,False,34703,2020-06-20,1,Completed
3118.1,2021-06-25,83745,277,7,2,3,2021-07-25,True,83745,2021-06-25,1,Completed
2815.28,2018-12-26,28499,67,5,1,3,2019-01-25,False,28499,2018-12-26,2,Failed
677.61,2022-10-24,31252,464,9,2,2,2022-11-23,True,31252,2022-10-24,3,Completed
8330.27,2022-10-05,61095,12,5,1,3,2022-11-04,True,61095,2022-10-05,3,Completed
3018.16,2020-10-26,79612,39,6,1,1,2020-11-25,False,79612,2020-10-26,2,Completed
1451.38,2019-07-05,7861,92,4,1,1,2019-08-04,True,7861,2019-07-05,3,Failed
5019.2,2023-01-24,69020,550,4,1,3,2023-02-23,False,69020,2023-01-24,1,Completed
915.98,2020-04-24,53996,64,3,1,1,2020-05-24,True,53996,2020-04-24,2,Pending
5071.21,2021-09-25,62722,477,5,2,2,2021-10-25,False,62722,2021-09-25,1,Completed
6881.6,2022-03-20,34510,993,9,2,1,2022-04-19,True,34510,2022-03-20,4,Completed
504.78,2022-02-24,56654,611,8,1,1,2022-03-26,False,56654,2022-02-24,2,Pending
567.89,2021-11-20,44451,314,3,2,3,2021-12-20,False,44451,2021-11-20,1,Failed
3820.99,2019-09-23,99611,713,3,1,1,2019-10-23,True,99611,2019-09-23,2,Pending
1567.68,2020-05-06,90706,162,2,2,1,2020-06-05,True,90706,2020-05-06,3,Completed
1612.32,2020-10-16,2398,191,5,1,1,2020-11-15,False,2398,2020-10-16,4,Failed
1740.42,2018-05-12,17842,486,8,1,1,2018-06-11,True,17842,2018-05-12,4,Completed
5136.25,2020-04-21,53958,400,2,2,3,2020-05-21,True,53958,2020-04-21,1,Failed
8850.6,2020-12-19,13572,529,8,1,2,2021-01-18,True,13572,2020-12-19,2,Failed
8848.54,2019-01-15,97088,660,9,1,1,2019-02-14,False,97088,2019-01-15,3,Failed
2701.84,2019-08-25,18404,192,8,2,1,2019-09-24,True,18404,2019-08-25,1,Completed
1063.95,2019-09-27,67736,519,5,2,3,2019-10-27,True,67736,2019-09-27,3,Pending
1604.3,2021-09-04,74163,800,8,2,1,2021-10-04,False,74163,2021-09-04,4,Pending
7868.11,2021-12-15,6492,640,3,2,1,2022-01-14,True,6492,2021-12-15,1,Completed
1974.62,2022-12-24,57362,536,9,2,3,2023-01-23,False,57362,2022-12-24,2,Completed
2383.69,2023-03-22,51825,196,1,2,1,2023-04-21,True,51825,2023-03-22,4,Completed
4633.09,2019-11-30,90943,151,4,2,1,2019-12-30,False,90943,2019-11-30,2,Failed
7078.34,2018-10-19,58895,456,5,2,3,2018-11-18,False,58895,2018-10-19,2,Completed
429.99,2023-03-13,28668,455,4,2,1,2023-04-12,True,28668,2023-03-13,1,Failed
5905.9,2022-09-01,17329,448,7,2,2,2022-10-01,True,17329,2022-09-01,3,Completed
9160.42,2021-01-19,14196,184,5,2,2,2021-02-18,True,14196,2021-01-19,1,Failed
4349.38,2018-08-16,83754,903,8,2,3,2018-09-15,True,83754,2018-08-16,2,Completed
6920.09,2019-06-30,30863,468,9,1,1,2019-07-30,False,30863,2019-06-30,1,Failed
9606.11,2020-04-04,38071,66,3,1,1,2020-05-04,True,38071,2020-04-04,4,Completed
5865.07,2018-07-25,74866,240,9,1,1,2018-08-24,True,74866,2018-07-25,3,Completed
8713.3,2020-05-13,86663,502,2,1,2,2020-06-12,True,86663,2020-05-13,2,Failed
4682.97,2019-04-25,67628,620,3,1,2,2019-05-25,True,67628,2019-04-25,1,Completed
955.35,2018-06-29,63041,319,3,2,1,2018-07-29,True,63041,2018-06-29,4,Completed
5195.17,2022-06-18,57578,487,1,1,3,2022-07-18,True,57578,2022-06-18,4,Completed
4773.61,2019-11-18,12708,820,9,2,2,2019-12-18,False,12708,2019-11-18,3,Failed
8350.96,2022-02-03,74367,403,2,1,1,2022-03-05,False,74367,2022-02-03,3,Failed
8822.95,2020-03-18,42194,229,7,1,2,2020-04-17,True,42194,2020-03-18,3,Completed
1296.36,2019-12-02,41366,294,7,2,1,2020-01-01,False,41366,2019-12-02,1,Pending
7090.49,2020-04-13,48206,902,7,2,1,2020-05-13,False,48206,2020-04-13,3,Failed
7249.01,2019-04-02,2007,91,9,2,2,2019-05-02,True,2007,2019-04-02,1,Failed
7994.87,2021-10-02,84719,539,5,2,2,2021-11-01,True,84719,2021-10-02,1,Completed
268.45,2019-07-24,14037,313,5,1,2,2019-08-23,False,14037,2019-07-24,1,Failed
8663.43,2022-12-25,28595,601,2,1,2,2023-01-24,True,28595,2022-12-25,3,Completed
9084.58,2019-01-13,56217,548,1,1,1,2019-02-12,False,56217,2019-01-13,4,Completed
3.32,2021-09-04,48596,344,4,2,1,2021-10-04,True,48596,2021-09-04,3,Failed
2771.64,2022-03-19,29102,676,6,1,1,2022-04-18,False,29102,2022-03-19,1,Pending
4208.27,2020-10-10,19381,939,9,2,3,2020-11-09,True,19381,2020-10-10,4,Failed
1745.71,2019-10-30,70192,616,9,2,1,2019-11-29,True,70192,2019-10-30,3,Completed
6247.29,2022-10-31,41994,770,8,1,3,2022-11-30,False,41994,2022-10-31,1,Failed
5062.46,2020-05-17,39779,82,3,1,1,2020-06-16,False,39779,2020-05-17,3,Completed
218.75,2022-04-29,97923,38,6,1,3,2022-05-29,True,97923,2022-04-29,4,Completed
5914.82,2019-04-29,62298,766,2,2,2,2019-05-29,False,62298,2019-04-29,4,Failed
5152.74,2021-02-10,90317,157,5,1,1,2021-03-12,True,90317,2021-02-10,3,Failed
9037.7,2019-10-31,2123,620,7,1,3,2019-11-30,True,2123,2019-10-31,2,Completed
3871.14,2019-08-30,88496,482,7,1,2,2019-09-29,True,88496,2019-08-30,3,Pending
3952.67,2021-02-17,48481,149,3,1,3,2021-03-19,True,48481,2021-02-17,3,Completed
5255.81,2021-06-22,69791,385,5,1,3,2021-07-22,False,69791,2021-06-22,2,Completed
8019.61,2020-03-14,449,353,9,2,2,2020-04-13,False,449,2020-03-14,4,Completed
1424.26,2018-06-15,81178,637,4,1,1,2018-07-15,True,81178,2018-06-15,1,Failed
1668.96,2018-07-21,61967,402,3,1,3,2018-08-20,False,61967,2018-07-21,4,Failed
3368.71,2022-12-14,24246,993,1,2,3,2023-01-13,True,24246,2022-12-14,4,Pending
4092.03,2021-04-11,31449,253,4,2,3,2021-05-11,True,31449,2021-04-11,4,Completed
4941.89,2018-12-18,38610,161,8,1,2,2019-01-17,True,38610,2018-12-18,4,Completed
3774.64,2019-08-03,39034,917,5,2,3,2019-09-02,True,39034,2019-08-03,4,Completed
1495.76,2022-06-16,54975,692,1,1,2,2022-07-16,True,54975,2022-06-16,1,Failed
1453.69,2021-10-02,80575,513,1,2,1,2021-11-01,False,80575,2021-10-02,2,Pending
3928.63,2019-05-05,70755,636,6,1,2,2019-06-04,False,70755,2019-05-05,4,Completed
9772.83,2020-12-03,46035,207,4,1,2,2021-01-02,True,46035,2020-12-03,1,Completed
850.39,2018-07-19,55819,95,4,2,2,2018-08-18,True,55819,2018-07-19,3,Pending
9005.92,2022-10-11,28625,700,9,2,1,2022-11-10,True,28625,2022-10-11,1,Failed
7465.93,2020-05-29,27440,392,9,1,3,2020-06-28,False,27440,2020-05-29,3,Failed
9970.57,2021-04-28,52294,676,3,1,3,2021-05-28,False,52294,2021-04-28,3,Failed
6508.43,2019-04-03,68193,759,7,2,2,2019-05-03,True,68193,2019-04-03,4,Failed
8632.62,2021-07-06,35996,897,4,1,3,2021-08-05,True,35996,2021-07-06,3,Completed
3512.58,2022-12-21,85026,775,5,2,1,2023-01-20,True,85026,2022-12-21,1,Pending
9812.1,2020-06-11,98809,383,4,1,1,2020-07-11,False,98809,2020-06-11,4,Failed
8078.75,2022-09-18,99754,526,2,2,3,2022-10-18,True,99754,2022-09-18,4,Failed
2641.26,2019-12-29,2642,45,5,1,2,2020-01-28,True,2642,2019-12-29,3,Pending
9655.41,2020-07-10,46808,328,3,1,1,2020-08-09,False,46808,2020-07-10,3,Failed
9970.73,2021-06-10,53156,250,2,2,3,2021-07-10,False,53156,2021-06-10,3,Pending
595.09,2020-05-10,79378,469,7,2,2,2020-06-09,False,79378,2020-05-10,1,Completed
8228.93,2022-06-22,51685,94,7,1,2,2022-07-22,False,51685,2022-06-22,3,Completed
9229.13,2020-09-24,20967,617,7,1,3,2020-10-24,True,20967,2020-09-24,1,Completed
8303.34,2018-07-04,40792,832,1,2,3,2018-08-03,False,40792,2018-07-04,1,Failed
4198.16,2020-03-22,37966,255,6,2,1,2020-04-21,False,37966,2020-03-22,3,Failed
4492.34,2020-03-11,98841,975,8,2,2,2020-04-10,True,98841,2020-03-11,1,Completed
1103.86,2022-07-18,51907,284,2,2,1,2022-08-17,False,51907,2022-07-18,2,Failed
6304.01,2020-11-13,14276,943,4,2,1,2020-12-13,True,14276,2020-11-13,4,Failed
4282.07,2022-06-22,72696,39,1,1,1,2022-07-22,True,72696,2022-06-22,1,Completed
8518.08,2021-05-27,91528,692,6,1,3,2021-06-26,False,91528,2021-05-27,2,Failed
7537.75,2022-08-16,56122,766,9,1,2,2022-09-15,True,56122,2022-08-16,3,Completed
5645.5,2018-12-01,16115,933,2,2,1,2018-12-31,True,16115,2018-12-01,4,Completed
2107.69,2023-02-08,95813,957,1,1,2,2023-03-10,False,95813,2023-02-08,1,Completed
9037.18,2021-01-16,79584,576,9,2,3,2021-02-15,True,79584,2021-01-16,1,Pending
9425.13,2021-07-29,93394,979,6,2,2,2021-08-28,True,93394,2021-07-29,2,Pending
6189.73,2020-10-05,21604,969,5,1,3,2020-11-04,True,21604,2020-10-05,1,Pending
5301.81,2022-08-01,21934,962,4,2,2,2022-08-31,False,21934,2022-08-01,4,Failed
2431.92,2019-11-16,61009,691,6,2,2,2019-12-16,False,61009,2019-11-16,1,Failed
4208.57,2022-09-04,9290,577,7,1,1,2022-10-04,True,9290,2022-09-04,2,Completed
108.72,2019-07-06,62690,464,4,2,3,2019-08-05,False,62690,2019-07-06,2,Pending
178.47,2019-10-23,1119,176,1,2,3,2019-11-22,False,1119,2019-10-23,2,Failed
9519.77,2019-09-06,17404,810,5,1,1,2019-10-06,False,17404,2019-09-06,1,Failed
6244.38,2019-04-02,20454,385,6,1,1,2019-05-02,False,20454,2019-04-02,1,Pending
4690.23,2018-07-29,10277,870,9,2,2,2018-08-28,False,10277,2018-07-29,2,Failed
219.26,2020-07-15,36465,560,2,2,2,2020-08-14,False,36465,2020-07-15,1,Failed
6193.51,2019-08-10,45698,599,5,2,3,2019-09-09,True,45698,2019-08-10,1,Failed
5302.71,2021-07-01,66310,692,4,2,1,2021-07-31,False,66310,2021-07-01,4,Pending
9660.44,2020-05-21,29906,71,5,1,3,2020-06-20,False,29906,2020-05-21,4,Pending
9905.47,2020-11-01,47331,34,2,1,3,2020-12-01,False,47331,2020-11-01,2,Completed
9377.11,2021-11-28,49534,375,8,1,2,2021-12-28,True,49534,2021-11-28,2,Completed
5670.9,2022-11-16,57910,533,9,1,3,2022-12-16,False,57910,2022-11-16,4,Completed
2217.38,2022-11-26,8298,576,1,2,1,2022-12-26,False,8298,2022-11-26,4,Failed
8571.36,2022-12-21,6869,795,6,1,2,2023-01-20,False,6869,2022-12-21,4,Completed
5670.29,2023-01-30,78277,577,7,1,2,2023-03-01,False,78277,2023-01-30,4,Completed
2325.29,2019-06-17,23000,35,6,2,1,2019-07-17,False,23000,2019-06-17,1,Completed
4726.75,2021-10-16,49561,354,9,2,1,2021-11-15,False,49561,2021-10-16,4,Completed
5848.34,2020-07-06,69693,59,3,2,2,2020-08-05,False,69693,2020-07-06,3,Failed
4001.83,2018-07-25,42523,71,1,2,1,2018-08-24,True,42523,2018-07-25,4,Failed
5553.09,2020-11-05,73344,310,3,1,2,2020-12-05,True,73344,2020-11-05,3,Completed
3224.2,2022-06-17,73680,286,6,2,1,2022-07-17,False,73680,2022-06-17,1,Pending
6996.63,2018-04-08,99897,116,8,1,2,2018-05-08,True,99897,2018-04-08,2,Failed
9036.84,2021-10-04,63694,411,7,2,3,2021-11-03,False,63694,2021-10-04,4,Pending
4669.46,2020-04-09,70639,195,7,2,1,2020-05-09,True,70639,2020-04-09,1,Pending
2582.79,2022-10-21,10901,312,6,2,1,2022-11-20,True,10901,2022-10-21,1,Completed
6949.15,2019-05-19,43258,303,2,2,3,2019-06-18,True,43258,2019-05-19,2,Pending
7664.53,2022-10-02,47549,625,7,2,3,2022-11-01,True,47549,2022-10-02,1,Completed
8475.06,2019-10-31,14341,574,3,1,3,2019-11-30,False,14341,2019-10-31,1,Failed
5865.22,2022-11-24,37548,997,4,2,1,2022-12-24,True,37548,2022-11-24,4,Failed
1596.62,2018-05-04,60002,16,6,1,2,2018-06-03,True,60002,2018-05-04,2,Failed
6374.87,2020-04-04,53981,582,2,1,3,2020-05-04,False,53981,2020-04-04,4,Pending
4976.5,2022-06-13,59771,90,3,2,2,2022-07-13,True,59771,2022-06-13,1,Pending
4370.96,2019-03-29,53056,440,3,2,3,2019-04-28,False,53056,2019-03-29,1,Pending
6602.56,2019-04-20,43209,923,2,1,2,2019-05-20,False,43209,2019-04-20,4,Completed
9991.53,2019-09-20,93682,92,7,2,1,2019-10-20,False,93682,2019-09-20,1,Completed
369.1,2020-04-19,99591,879,4,2,2,2020-05-19,True,99591,2020-04-19,2,Pending
5098.12,2022-08-09,30966,786,1,2,3,2022-09-08,False,30966,2022-08-09,3,Pending
365.75,2019-04-11,57413,182,3,1,3,2019-05-11,False,57413,2019-04-11,3,Completed
7798.89,2020-08-19,67409,396,4,2,1,2020-09-18,True,67409,2020-08-19,3,Pending
9379.24,2020-05-18,40548,592,4,2,1,2020-06-17,True,40548,2020-05-18,1,Completed
8154.06,2021-04-13,78361,707,4,1,3,2021-05-13,False,78361,2021-04-13,1,Completed
9154.69,2019-04-28,60669,798,7,1,2,2019-05-28,False,60669,2019-04-28,2,Completed
2668.34,2022-01-31,60215,269,4,2,1,2022-03-02,True,60215,2022-01-31,3,Pending
3140.26,2020-02-28,71810,230,1,1,2,2020-03-29,True,71810,2020-02-28,2,Pending
3872.52,2021-07-21,55720,653,7,2,1,2021-08-20,True,55720,2021-07-21,1,Completed
6799.94,2019-07-05,9102,135,4,1,2,2019-08-04,False,9102,2019-07-05,4,Failed
1617.75,2019-08-16,86200,165,6,1,2,2019-09-15,False,86200,2019-08-16,1,Failed
3816.91,2022-02-06,72774,942,6,2,3,2022-03-08,True,72774,2022-02-06,3,Completed
8385.81,2021-09-17,760,247,9,2,1,2021-10-17,False,760,2021-09-17,2,Completed
7054.63,2022-02-16,35717,32,5,1,3,2022-03-18,True,35717,2022-02-16,3,Failed
6040.86,2018-11-07,81306,92,8,2,3,2018-12-07,False,81306,2018-11-07,4,Completed
5790.46,2020-10-24,36532,130,8,2,1,2020-11-23,True,36532,2020-10-24,1,Pending
1773.17,2022-04-16,30910,650,4,1,3,2022-05-16,False,30910,2022-04-16,4,Completed
6299.77,2019-07-02,85027,783,2,2,1,2019-08-01,False,85027,2019-07-02,1,Pending
7083.66,2022-03-08,21187,505,4,2,2,2022-04-07,False,21187,2022-03-08,3,Completed
6070.69,2022-04-10,48429,994,9,1,1,2022-05-10,False,48429,2022-04-10,4,Completed
6771.81,2020-07-19,32877,980,1,1,1,2020-08-18,True,32877,2020-07-19,1,Failed
644.27,2021-01-02,76678,864,2,1,2,2021-02-01,False,76678,2021-01-02,4,Failed
7264.78,2020-09-11,31999,168,6,1,3,2020-10-11,False,31999,2020-09-11,4,Pending
4689.38,2019-10-25,45374,230,4,1,3,2019-11-24,False,45374,2019-10-25,4,Completed
6275.66,2020-08-20,39524,444,7,2,3,2020-09-19,True,39524,2020-08-20,1,Pending
2476.58,2020-02-06,12769,670,9,1,1,2020-03-07,True,12769,2020-02-06,3,Failed
4792.53,2021-03-11,53861,618,6,1,3,2021-04-10,False,53861,2021-03-11,4,Failed
2775.23,2020-06-26,95344,878,8,2,3,2020-07-26,True,95344,2020-06-26,2,Failed
6829.49,2018-03-29,44478,283,9,1,2,2018-04-28,True,44478,2018-03-29,3,Completed
8263.82,2022-05-26,74062,653,7,1,2,2022-06-25,True,74062,2022-05-26,1,Failed
8301.19,2022-11-18,54714,231,9,2,3,2022-12-18,True,54714,2022-11-18,2,Completed
2094.14,2018-11-07,13269,846,7,1,3,2018-12-07,False,13269,2018-11-07,3,Pending
4469.49,2021-03-26,584,29,5,2,2,2021-04-25,False,584,2021-03-26,1,Failed
4984.45,2022-11-01,6111,336,1,2,2,2022-12-01,True,6111,2022-11-01,1,Pending
8342.9,2019-10-12,25858,44,8,1,1,2019-11-11,True,25858,2019-10-12,3,Completed
3517.34,2022-10-01,51853,431,1,2,1,2022-10-31,False,51853,2022-10-01,4,Failed
7919.65,2022-05-10,33597,413,5,2,3,2022-06-09,True,33597,2022-05-10,1,Completed
71.89,2022-12-20,80339,433,4,2,2,2023-01-19,True,80339,2022-12-20,3,Completed
4316.11,2020-10-07,77312,223,8,1,2,2020-11-06,False,77312,2020-10-07,1,Pending
3141.5,2022-12-02,69782,631,2,1,1,2023-01-01,False,69782,2022-12-02,4,Completed
8328.5,2021-03-17,65101,500,6,1,3,2021-04-16,True,65101,2021-03-17,2,Failed
6545.17,2020-03-08,51141,890,4,2,3,2020-04-07,False,51141,2020-03-08,4,Failed
786.42,2021-09-18,92745,546,7,1,1,2021-10-18,True,92745,2021-09-18,1,Completed
3695.45,2019-06-04,7500,633,7,2,3,2019-07-04,False,7500,2019-06-04,3,Failed
8897.28,2018-09-19,98973,241,5,2,2,2018-10-19,False,98973,2018-09-19,1,Failed
2401.66,2021-04-03,48127,177,9,1,2,2021-05-03,True,48127,2021-04-03,3,Completed
469.28,2021-10-12,79322,775,4,1,2,2021-11-11,True,79322,2021-10-12,2,Pending
548.18,2020-04-22,92450,731,5,1,3,2020-05-22,True,92450,2020-04-22,4,Pending
4536.97,2021-06-01,56918,494,5,1,1,2021-07-01,False,56918,2021-06-01,2,Pending
9637.27,2023-01-04,54375,300,6,1,1,2023-02-03,False,54375,2023-01-04,1,Completed
9404.82,2019-04-19,75890,214,8,1,1,2019-05-19,True,75890,2019-04-19,4,Completed
5166.33,2018-08-09,18733,327,3,1,3,2018-09-08,False,18733,2018-08-09,4,Failed
589.91,2019-08-20,22240,309,3,2,2,2019-09-19,True,22240,2019-08-20,1,Failed
5132.33,2019-05-29,84845,698,9,1,2,2019-06-28,False,84845,2019-05-29,3,Completed
371.07,2018-04-15,6028,540,7,2,3,2018-05-15,True,6028,2018-04-15,4,Pending
4346.36,2022-06-02,43478,218,1,2,2,2022-07-02,False,43478,2022-06-02,4,Failed
6498.28,2021-11-27,12935,947,8,2,3,2021-12-27,False,12935,2021-11-27,4,Failed
6151.62,2018-09-07,27404,337,3,2,2,2018-10-07,True,27404,2018-09-07,1,Completed
2889.87,2019-04-09,27252,898,8,2,2,2019-05-09,True,27252,2019-04-09,2,Failed
1665.3,2021-02-06,9411,487,9,1,2,2021-03-08,True,9411,2021-02-06,4,Completed
3859.37,2021-05-08,53729,352,6,2,2,2021-06-07,False,53729,2021-05-08,3,Pending
4507.06,2022-07-25,28161,56,6,1,1,2022-08-24,True,28161,2022-07-25,4,Completed
9265.15,2018-12-29,30243,504,8,1,2,2019-01-28,True,30243,2018-12-29,2,Completed
2710.36,2021-08-19,62855,164,7,1,1,2021-09-18,False,62855,2021-08-19,3,Completed
3614.19,2022-06-02,28050,515,7,1,3,2022-07-02,True,28050,2022-06-02,2,Pending
7374.03,2020-05-17,28466,747,4,2,2,2020-06-16,True,28466,2020-05-17,3,Failed
7874.33,2020-02-15,20738,316,1,1,3,2020-03-16,True,20738,2020-02-15,4,Pending
4001.86,2022-01-08,44468,883,1,1,2,2022-02-07,True,44468,2022-01-08,2,Completed
7083.65,2020-01-12,57167,346,7,1,2,2020-02-11,False,57167,2020-01-12,1,Failed
2192.53,2019-08-14,8171,457,6,1,3,2019-09-13,False,8171,2019-08-14,4,Completed
1360.83,2022-11-12,59499,240,9,1,3,2022-12-12,True,59499,2022-11-12,4,Pending
7848.11,2021-10-04,80829,329,8,2,1,2021-11-03,True,80829,2021-10-04,1,Pending
4090.17,2022-12-06,5090,522,3,1,1,2023-01-05,True,5090,2022-12-06,2,Pending
5257.36,2019-12-10,68881,177,4,2,1,2020-01-09,False,68881,2019-12-10,2,Completed
9709.1,2019-01-20,11949,663,4,1,2,2019-02-19,True,11949,2019-01-20,2,Completed
3105.66,2021-11-19,79961,398,4,2,2,2021-12-19,True,79961,2021-11-19,2,Failed
3642.83,2018-07-13,54379,193,7,2,1,2018-08-12,False,54379,2018-07-13,2,Completed
2419.99,2019-01-23,64064,31,4,1,1,2019-02-22,True,64064,2019-01-23,2,Pending
7452.66,2019-01-14,2596,347,2,1,3,2019-02-13,False,2596,2019-01-14,2,Failed
5244.06,2019-05-17,41211,854,4,2,1,2019-06-16,True,41211,2019-05-17,1,Pending
2172.38,2022-06-28,42106,936,9,1,3,2022-07-28,True,42106,2022-06-28,3,Completed
558.14,2019-02-03,77707,910,6,1,2,2019-03-05,False,77707,2019-02-03,4,Completed
2151.01,2019-04-07,4741,632,4,1,3,2019-05-07,True,4741,2019-04-07,4,Completed
2504.09,2019-04-06,92220,659,5,2,1,2019-05-06,False,92220,2019-04-06,2,Failed
6323.18,2020-05-20,26275,453,6,2,3,2020-06-19,True,26275,2020-05-20,2,Failed
6791.7,2021-05-18,77416,234,5,1,1,2021-06-17,True,77416,2021-05-18,2,Failed
9007.29,2020-10-13,43077,497,8,2,1,2020-11-12,True,43077,2020-10-13,3,Failed
3664.92,2022-02-10,15478,587,8,2,2,2022-03-12,False,15478,2022-02-10,1,Completed
9846.53,2020-03-26,77057,157,5,1,1,2020-04-25,False,77057,2020-03-26,4,Pending
9815.09,2022-07-12,99931,746,2,1,1,2022-08-11,False,99931,2022-07-12,2,Pending
3206.14,2023-01-12,89342,668,3,1,2,2023-02-11,False,89342,2023-01-12,2,Completed
3742.11,2019-04-04,60778,706,3,1,3,2019-05-04,True,60778,2019-04-04,3,Failed
2193.78,2023-02-19,28509,615,1,1,3,2023-03-21,True,28509,2023-02-19,3,Pending
4459.18,2018-11-02,89775,481,6,2,1,2018-12-02,True,89775,2018-11-02,1,Completed
4322.01,2020-10-12,32148,62,7,1,1,2020-11-11,True,32148,2020-10-12,4,Completed
3551.33,2021-08-01,1573,299,7,1,2,2021-08-31,False,1573,2021-08-01,3,Failed
9931.7,2022-02-14,47975,507,8,2,2,2022-03-16,False,47975,2022-02-14,3,Pending
3949.03,2022-11-01,79356,954,8,2,3,2022-12-01,True,79356,2022-11-01,4,Failed
9443.74,2020-08-11,55694,188,6,2,2,2020-09-10,False,55694,2020-08-11,2,Completed
8974.77,2022-05-07,53817,166,3,1,1,2022-06-06,False,53817,2022-05-07,4,Pending
4205.63,2018-08-01,36467,129,3,2,3,2018-08-31,True,36467,2018-08-01,1,Pending
1846.14,2018-10-17,65174,506,8,2,1,2018-11-16,True,65174,2018-10-17,4,Failed
7137.66,2020-10-31,88937,468,2,1,3,2020-11-30,False,88937,2020-10-31,2,Failed
1213.28,2019-12-15,9069,597,8,2,1,2020-01-14,True,9069,2019-12-15,2,Failed
5305.75,2019-11-01,88072,910,5,1,1,2019-12-01,False,88072,2019-11-01,2,Failed
2909.34,2021-03-29,748,454,7,2,1,2021-04-28,True,748,2021-03-29,3,Failed
2571.85,2022-08-02,91517,345,5,1,3,2022-09-01,False,91517,2022-08-02,2,Failed
3136.1,2021-12-08,75253,622,4,2,3,2022-01-07,False,75253,2021-12-08,3,Pending
1230.69,2022-02-01,37369,933,7,2,1,2022-03-03,True,37369,2022-02-01,2,Pending
9202.59,2018-11-29,40865,892,7,2,2,2018-12-29,True,40865,2018-11-29,4,Pending
6217.39,2022-09-20,31588,834,4,1,3,2022-10-20,False,31588,2022-09-20,2,Completed
1179.96,2020-05-30,99638,158,4,1,2,2020-06-29,True,99638,2020-05-30,2,Completed
7641.53,2021-12-06,13502,40,8,2,1,2022-01-05,False,13502,2021-12-06,1,Pending
311.84,2021-04-22,42967,317,8,2,1,2021-05-22,True,42967,2021-04-22,4,Pending
2327.41,2021-04-24,71009,348,3,1,2,2021-05-24,True,71009,2021-04-24,2,Failed
3450.62,2021-10-09,2781,316,9,1,1,2021-11-08,True,2781,2021-10-09,2,Completed
2888.11,2020-11-06,50869,814,8,2,1,2020-12-06,False,50869,2020-11-06,2,Completed
