payment_id,subscription_id,amount,date,payment_date,payment_method_id,status
88438,88438,9021.57,2020-12-01,2020-12-01,1,Completed
70209,70209,5425.98,2020-06-08,2020-06-08,4,Failed
13877,13877,883.72,2020-12-13,2020-12-13,4,Failed
86771,86771,4350.96,2020-11-13,2020-11-13,3,Failed
18042,18042,1143.67,2020-04-30,2020-04-30,3,Failed
25687,25687,7086.5,2022-11-28,2022-11-28,4,Completed
70448,70448,7229.58,2020-12-19,2020-12-19,2,Completed
76777,76777,3687.47,2019-04-11,2019-04-11,3,Completed
96884,96884,3401.05,2018-05-03,2018-05-03,3,Completed
5062,5062,9269.75,2023-03-05,2023-03-05,3,Completed
95736,95736,4935.68,2021-12-30,2021-12-30,4,Failed
95257,95257,748.7,2018-06-01,2018-06-01,3,Failed
36240,36240,6034.4,2019-05-24,2019-05-24,1,Failed
2402,2402,7605.56,2023-03-10,2023-03-10,1,Completed
27696,27696,4278.53,2020-02-01,2020-02-01,4,Pending
76295,76295,8415.84,2018-04-13,2018-04-13,1,Completed
87816,87816,4282.35,2018-06-29,2018-06-29,3,Failed
90448,90448,7757.21,2019-02-26,2019-02-26,3,Completed
32897,32897,4365.01,2022-02-06,2022-02-06,1,Completed
29849,29849,1667.31,2020-12-13,2020-12-13,3,Failed
1254,1254,291.33,2022-11-14,2022-11-14,1,Completed
36370,36370,9866.52,2020-10-10,2020-10-10,4,Completed
61163,61163,1629.45,2018-05-27,2018-05-27,4,Pending
52691,52691,8214.68,2022-12-05,2022-12-05,4,Completed
56565,56565,1094.63,2019-09-04,2019-09-04,4,Failed
12695,12695,3094.59,2020-10-20,2020-10-20,1,Completed
42779,42779,636.61,2021-04-29,2021-04-29,1,Failed
69479,69479,28.0,2022-11-17,2022-11-17,1,Completed
29763,29763,6454.49,2020-11-20,2020-11-20,3,Completed
54245,54245,8923.2,2022-01-22,2022-01-22,3,Failed
54999,54999,153.61,2021-07-04,2021-07-04,4,Pending
63959,63959,405.32,2020-04-03,2020-04-03,4,Pending
2686,2686,4519.37,2021-06-02,2021-06-02,2,Completed
12559,12559,3996.89,2020-09-12,2020-09-12,1,Failed
82705,82705,9707.63,2021-05-01,2021-05-01,3,Failed
93708,93708,347.13,2020-12-09,2020-12-09,3,Completed
78814,78814,5418.54,2022-12-14,2022-12-14,2,Pending
58694,58694,6786.22,2020-12-30,2020-12-30,3,Failed
61606,61606,8378.68,2018-07-16,2018-07-16,1,Pending
50825,50825,2929.24,2019-04-10,2019-04-10,4,Completed
3523,3523,8992.7,2019-01-17,2019-01-17,3,Completed
67846,67846,1681.15,2018-12-15,2018-12-15,2,Completed
24802,24802,7144.14,2018-10-09,2018-10-09,2,Failed
17984,17984,2256.49,2018-04-22,2018-04-22,3,Completed
6690,6690,1352.94,2020-02-23,2020-02-23,2,Completed
88999,88999,9596.92,2019-01-30,2019-01-30,1,Failed
94570,94570,7510.03,2021-05-17,2021-05-17,4,Failed
78731,78731,4558.86,2020-07-11,2020-07-11,3,Failed
42225,42225,5016.02,2019-01-26,2019-01-26,4,Completed
24087,24087,3372.49,2020-04-06,2020-04-06,3,Pending
83352,83352,2849.79,2018-10-07,2018-10-07,1,Completed
28250,28250,2946.08,2020-07-13,2020-07-13,4,Pending
92469,92469,4678.69,2019-02-02,2019-02-02,2,Failed
73089,73089,1733.45,2018-05-21,2018-05-21,4,Completed
81488,81488,2003.08,2022-01-08,2022-01-08,2,Failed
48707,48707,1098.26,2020-02-22,2020-02-22,2,Pending
77206,77206,7704.74,2020-09-03,2020-09-03,3,Failed
44010,44010,7644.37,2021-05-02,2021-05-02,3,Completed
75888,75888,2373.43,2020-12-08,2020-12-08,2,Failed
71831,71831,2287.92,2019-05-11,2019-05-11,3,Completed
16865,16865,1256.58,2019-01-26,2019-01-26,4,Pending
6383,6383,6669.93,2023-02-02,2023-02-02,4,Pending
13758,13758,9969.75,2020-03-09,2020-03-09,3,Failed
64344,64344,621.61,2018-08-27,2018-08-27,4,Pending
59874,59874,1937.02,2021-07-26,2021-07-26,1,Failed
56168,56168,6184.18,2021-08-02,2021-08-02,3,Completed
90672,90672,3017.44,2019-11-12,2019-11-12,1,Failed
18533,18533,979.65,2022-04-17,2022-04-17,2,Pending
63891,63891,6290.34,2019-12-07,2019-12-07,1,Failed
94861,94861,5932.43,2019-09-08,2019-09-08,1,Failed
25027,25027,5775.78,2020-06-30,2020-06-30,4,Pending
75270,75270,5529.18,2022-12-14,2022-12-14,1,Failed
46006,46006,3118.79,2022-08-10,2022-08-10,4,Pending
20586,20586,9779.83,2020-11-18,2020-11-18,3,Failed
46343,46343,7008.04,2022-12-20,2022-12-20,4,Failed
86563,86563,1075.54,2022-04-10,2022-04-10,4,Pending
51634,51634,2060.02,2022-08-18,2022-08-18,3,Pending
97970,97970,5966.39,2019-07-30,2019-07-30,4,Completed
76497,76497,3282.48,2018-10-15,2018-10-15,3,Completed
84602,84602,5314.03,2022-02-24,2022-02-24,1,Completed
22664,22664,5771.13,2018-04-24,2018-04-24,1,Completed
16234,16234,1901.39,2020-05-26,2020-05-26,1,Failed
52513,52513,47.0,2020-08-16,2020-08-16,3,Completed
96187,96187,7458.89,2022-04-18,2022-04-18,2,Failed
72660,72660,2730.13,2020-05-06,2020-05-06,3,Failed
47256,47256,2757.75,2022-06-24,2022-06-24,2,Completed
9799,9799,7849.23,2018-04-13,2018-04-13,3,Failed
70138,70138,4563.53,2020-05-31,2020-05-31,1,Failed
53432,53432,4237.33,2021-02-02,2021-02-02,3,Completed
55344,55344,1229.29,2020-01-27,2020-01-27,3,Completed
84966,84966,8396.61,2019-08-19,2019-08-19,4,Failed
28650,28650,1655.64,2019-06-16,2019-06-16,2,Pending
21711,21711,9042.1,2018-06-10,2018-06-10,3,Failed
71536,71536,6306.97,2023-01-04,2023-01-04,4,Pending
8022,8022,451.23,2022-10-10,2022-10-10,2,Pending
88512,88512,2095.07,2021-05-01,2021-05-01,3,Pending
68011,68011,5207.09,2019-07-20,2019-07-20,3,Pending
95781,95781,6248.94,2018-10-23,2018-10-23,1,Failed
79251,79251,4673.91,2021-01-26,2021-01-26,1,Pending
43662,43662,9833.68,2019-08-20,2019-08-20,2,Completed
26768,26768,8356.23,2021-07-15,2021-07-15,2,Pending
59231,59231,9043.33,2023-03-09,2023-03-09,2,Completed
3368,3368,5513.09,2020-05-15,2020-05-15,2,Failed
53714,53714,4485.98,2019-02-23,2019-02-23,2,Pending
23347,23347,8862.14,2020-04-07,2020-04-07,2,Failed
62545,62545,5960.38,2022-11-30,2022-11-30,1,Pending
7270,7270,9151.25,2023-02-24,2023-02-24,2,Completed
87524,87524,3547.46,2019-03-07,2019-03-07,1,Failed
15178,15178,98.43,2022-09-28,2022-09-28,4,Pending
4679,4679,1584.49,2020-11-03,2020-11-03,2,Failed
58079,58079,699.89,2020-09-23,2020-09-23,3,Failed
26770,26770,9435.46,2019-10-01,2019-10-01,3,Failed
17809,17809,946.19,2020-07-26,2020-07-26,4,Pending
13805,13805,6192.43,2022-03-10,2022-03-10,1,Pending
6990,6990,8806.56,2022-08-08,2022-08-08,1,Completed
23975,23975,6507.08,2020-06-18,2020-06-18,4,Failed
37562,37562,5733.5,2022-05-21,2022-05-21,2,Completed
35388,35388,5268.4,2019-12-26,2019-12-26,3,Failed
48139,48139,1859.87,2018-06-17,2018-06-17,2,Pending
87431,87431,8936.11,2021-02-09,2021-02-09,2,Pending
24999,24999,1282.35,2019-06-30,2019-06-30,2,Pending
41502,41502,7880.18,2022-11-02,2022-11-02,1,Completed
76877,76877,532.18,2021-05-07,2021-05-07,4,Pending
60075,60075,6546.41,2019-05-10,2019-05-10,2,Completed
99092,99092,7348.57,2018-04-11,2018-04-11,1,Failed
863,863,4935.44,2020-07-03,2020-07-03,2,Failed
42313,42313,4683.87,2022-04-11,2022-04-11,4,Completed
384,384,6916.69,2021-06-23,2021-06-23,2,Pending
75133,75133,3224.43,2022-01-09,2022-01-09,2,Pending
95123,95123,5813.65,2020-06-03,2020-06-03,3,Pending
64565,64565,2351.07,2020-07-17,2020-07-17,1,Failed
66502,66502,3108.31,2020-01-23,2020-01-23,2,Failed
3311,3311,7443.32,2022-12-24,2022-12-24,1,Completed
81880,81880,2748.62,2022-06-08,2022-06-08,4,Completed
76251,76251,7967.32,2020-04-12,2020-04-12,1,Completed
57619,57619,1752.55,2018-04-07,2018-04-07,4,Failed
51959,51959,6086.39,2019-06-25,2019-06-25,4,Pending
52652,52652,3882.67,2022-03-04,2022-03-04,1,Completed
49722,49722,2324.59,2019-03-10,2019-03-10,2,Failed
83327,83327,2575.72,2019-05-02,2019-05-02,4,Pending
62365,62365,3452.45,2019-06-27,2019-06-27,2,Failed
27009,27009,6423.29,2021-09-12,2021-09-12,4,Pending
99466,99466,7127.32,2018-09-08,2018-09-08,2,Pending
22269,22269,2720.86,2023-03-15,2023-03-15,2,Pending
81420,81420,6531.82,2019-10-23,2019-10-23,3,Pending
66011,66011,487.37,2020-01-05,2020-01-05,4,Pending
91505,91505,3897.6,2021-11-04,2021-11-04,1,Failed
19762,19762,9054.55,2020-12-10,2020-12-10,1,Pending
72482,72482,2385.59,2022-09-07,2022-09-07,3,Pending
92403,92403,656.13,2019-03-20,2019-03-20,2,Failed
78933,78933,7641.53,2019-10-17,2019-10-17,2,Pending
29823,29823,9129.26,2019-07-13,2019-07-13,3,Completed
19485,19485,9176.89,2022-04-18,2022-04-18,4,Failed
45060,45060,1057.41,2019-04-08,2019-04-08,3,Pending
45796,45796,7.46,2020-01-26,2020-01-26,2,Pending
69822,69822,7418.9,2019-03-30,2019-03-30,4,Failed
23673,23673,811.2,2018-12-16,2018-12-16,4,Pending
99282,99282,326.82,2019-01-22,2019-01-22,1,Completed
26261,26261,8786.57,2021-09-07,2021-09-07,3,Completed
8634,8634,8462.11,2020-03-30,2020-03-30,1,Completed
22373,22373,7712.82,2019-12-18,2019-12-18,1,Pending
1901,1901,8491.8,2021-04-20,2021-04-20,4,Pending
5285,5285,479.2,2022-02-16,2022-02-16,1,Pending
84203,84203,146.72,2020-04-21,2020-04-21,1,Failed
32730,32730,5484.38,2020-08-19,2020-08-19,4,Completed
86867,86867,1896.23,2020-10-20,2020-10-20,2,Failed
41938,41938,7253.03,2022-07-26,2022-07-26,1,Completed
88480,88480,1754.74,2018-09-16,2018-09-16,1,Failed
12507,12507,8344.69,2019-12-26,2019-12-26,3,Pending
1119,1119,178.47,2019-10-23,2019-10-23,2,Failed
682,682,7130.14,2022-04-19,2022-04-19,3,Failed
40873,40873,9674.33,2019-04-18,2019-04-18,1,Completed
43471,43471,925.92,2020-04-12,2020-04-12,4,Completed
41327,41327,6692.81,2021-08-04,2021-08-04,4,Failed
61665,61665,912.41,2019-08-19,2019-08-19,1,Failed
47881,47881,9961.8,2022-06-05,2022-06-05,3,Completed
11297,11297,5776.15,2018-11-30,2018-11-30,4,Pending
24564,24564,4423.64,2019-03-01,2019-03-01,4,Pending
55963,55963,2272.62,2018-11-07,2018-11-07,2,Completed
19278,19278,2672.36,2022-01-04,2022-01-04,2,Completed
15757,15757,3015.8,2018-04-05,2018-04-05,3,Completed
40013,40013,5535.26,2021-06-19,2021-06-19,2,Completed
27602,27602,351.49,2019-06-14,2019-06-14,1,Pending
27039,27039,782.6,2019-02-13,2019-02-13,2,Pending
5881,5881,3594.61,2020-04-02,2020-04-02,3,Failed
67063,67063,4767.07,2019-11-03,2019-11-03,1,Pending
38415,38415,9975.07,2021-05-03,2021-05-03,1,Pending
89945,89945,7465.63,2019-09-18,2019-09-18,4,Completed
84529,84529,3113.9,2022-04-03,2022-04-03,3,Completed
3616,3616,3221.41,2019-05-01,2019-05-01,4,Completed
32626,32626,4980.9,2021-10-09,2021-10-09,3,Pending
33814,33814,3577.69,2021-09-06,2021-09-06,4,Completed
69885,69885,4084.68,2023-03-01,2023-03-01,4,Failed
72603,72603,6650.5,2018-08-05,2018-08-05,2,Failed
21274,21274,4104.96,2018-12-05,2018-12-05,3,Failed
47024,47024,8349.73,2022-06-13,2022-06-13,4,Pending
77816,77816,7223.12,2019-04-08,2019-04-08,4,Completed
7482,7482,836.13,2019-05-09,2019-05-09,1,Failed
71112,71112,1591.62,2020-01-02,2020-01-02,2,Failed
78490,78490,6362.44,2019-08-23,2019-08-23,2,Failed
94786,94786,1001.11,2019-07-19,2019-07-19,2,Completed
73850,73850,1246.53,2019-07-27,2019-07-27,1,Completed
40814,40814,1616.3,2020-01-25,2020-01-25,3,Completed
55392,55392,2063.28,2020-01-20,2020-01-20,3,Completed
96668,96668,1017.71,2020-05-31,2020-05-31,4,Failed
21255,21255,8629.82,2019-07-25,2019-07-25,3,Pending
39817,39817,9374.04,2019-01-23,2019-01-23,1,Completed
95501,95501,7434.86,2021-03-08,2021-03-08,2,Completed
65866,65866,3722.4,2023-01-30,2023-01-30,4,Failed
96227,96227,6842.93,2019-09-24,2019-09-24,4,Completed
40733,40733,3769.87,2022-11-29,2022-11-29,1,Completed
63902,63902,6069.84,2018-08-27,2018-08-27,3,Completed
67550,67550,58.47,2021-04-05,2021-04-05,2,Pending
61250,61250,9769.67,2019-06-08,2019-06-08,3,Failed
88710,88710,4603.87,2019-06-05,2019-06-05,2,Pending
1079,1079,2704.36,2019-08-17,2019-08-17,2,Completed
19615,19615,699.83,2018-07-16,2018-07-16,1,Completed
67076,67076,4529.12,2022-12-15,2022-12-15,1,Completed
26430,26430,9649.97,2018-07-16,2018-07-16,4,Failed
42480,42480,3138.3,2019-04-07,2019-04-07,3,Completed
12473,12473,1101.85,2018-10-11,2018-10-11,3,Completed
41792,41792,6219.92,2020-09-15,2020-09-15,3,Completed
58876,58876,9101.67,2021-03-28,2021-03-28,3,Failed
13775,13775,377.01,2021-07-12,2021-07-12,2,Completed
52123,52123,4117.49,2019-02-08,2019-02-08,1,Pending
62747,62747,2460.06,2022-04-21,2022-04-21,4,Failed
41644,41644,2987.5,2022-03-16,2022-03-16,3,Failed
19906,19906,3100.19,2022-07-08,2022-07-08,3,Completed
11915,11915,6729.99,2021-05-04,2021-05-04,2,Completed
40273,40273,4115.06,2021-01-31,2021-01-31,3,Pending
8783,8783,4014.46,2019-12-12,2019-12-12,2,Failed
9243,9243,9825.04,2021-08-24,2021-08-24,3,Failed
22018,22018,7168.95,2018-07-06,2018-07-06,4,Completed
62603,62603,4138.94,2023-02-16,2023-02-16,4,Pending
53373,53373,8218.79,2020-07-30,2020-07-30,3,Failed
2084,2084,6604.1,2018-11-15,2018-11-15,1,Failed
29563,29563,8444.56,2018-07-06,2018-07-06,1,Completed
91242,91242,9201.26,2019-02-25,2019-02-25,1,Completed
71057,71057,8382.07,2018-12-04,2018-12-04,3,Completed
83915,83915,3677.87,2019-12-26,2019-12-26,3,Completed
11519,11519,4276.61,2020-10-14,2020-10-14,2,Completed
74873,74873,5150.3,2018-07-07,2018-07-07,1,Pending
89267,89267,7427.91,2022-07-04,2022-07-04,3,Pending
55339,55339,6315.94,2021-08-05,2021-08-05,4,Failed
74153,74153,706.98,2022-02-22,2022-02-22,1,Completed
43071,43071,5373.48,2020-09-15,2020-09-15,2,Completed
13360,13360,7520.68,2020-03-04,2020-03-04,1,Pending
97105,97105,7674.29,2019-03-30,2019-03-30,4,Failed
23490,23490,2653.0,2019-02-15,2019-02-15,3,Failed
89785,89785,8162.91,2022-12-22,2022-12-22,3,Completed
31202,31202,2573.77,2020-09-13,2020-09-13,1,Completed
88810,88810,7210.07,2020-12-29,2020-12-29,2,Pending
89702,89702,8866.22,2021-05-18,2021-05-18,4,Completed
55661,55661,4018.0,2022-09-19,2022-09-19,2,Completed
10214,10214,7480.23,2020-01-01,2020-01-01,1,Pending
29442,29442,9764.05,2021-11-25,2021-11-25,2,Pending
1639,1639,280.13,2020-10-30,2020-10-30,4,Completed
54366,54366,2366.85,2022-01-28,2022-01-28,4,Completed
85560,85560,3475.87,2022-04-19,2022-04-19,1,Pending
24596,24596,6908.41,2019-05-10,2019-05-10,1,Completed
36803,36803,2558.05,2020-08-08,2020-08-08,3,Completed
35352,35352,9590.12,2018-05-21,2018-05-21,2,Pending
7657,7657,4422.45,2020-05-23,2020-05-23,3,Failed
73369,73369,9548.76,2020-02-20,2020-02-20,1,Pending
60770,60770,50.92,2019-08-03,2019-08-03,4,Failed
5542,5542,657.43,2020-12-26,2020-12-26,1,Failed
57118,57118,6814.42,2022-02-20,2022-02-20,4,Failed
13573,13573,3859.67,2020-01-07,2020-01-07,1,Pending
88695,88695,4946.2,2021-01-05,2021-01-05,3,Completed
24644,24644,5567.29,2020-02-16,2020-02-16,1,Completed
75218,75218,6724.37,2020-02-28,2020-02-28,4,Failed
43617,43617,6509.37,2020-09-20,2020-09-20,2,Completed
77959,77959,2419.6,2019-01-02,2019-01-02,2,Pending
75617,75617,1649.1,2022-09-18,2022-09-18,2,Pending
58307,58307,4691.85,2021-02-07,2021-02-07,2,Failed
69965,69965,9216.0,2021-07-28,2021-07-28,1,Pending
88012,88012,3526.81,2021-03-14,2021-03-14,4,Failed
25440,25440,8820.76,2020-11-11,2020-11-11,1,Failed
10289,10289,2653.02,2020-06-02,2020-06-02,2,Failed
88110,88110,1250.48,2020-01-31,2020-01-31,1,Failed
23240,23240,3418.46,2022-09-26,2022-09-26,2,Completed
15810,15810,4754.11,2021-02-05,2021-02-05,2,Failed
59845,59845,557.01,2019-05-10,2019-05-10,2,Pending
40985,40985,5994.42,2022-12-01,2022-12-01,3,Failed
20215,20215,1317.18,2018-10-16,2018-10-16,3,Pending
15645,15645,5292.37,2023-02-21,2023-02-21,1,Failed
41132,41132,3826.5,2021-06-28,2021-06-28,3,Completed
57834,57834,7222.18,2020-01-18,2020-01-18,1,Failed
36509,36509,1444.76,2020-06-05,2020-06-05,2,Pending
2280,2280,6024.31,2021-03-02,2021-03-02,4,Pending
93366,93366,4017.03,2022-05-13,2022-05-13,3,Failed
53606,53606,1512.04,2020-02-02,2020-02-02,1,Completed
54904,54904,9087.94,2021-05-26,2021-05-26,4,Pending
83156,83156,6355.12,2022-05-22,2022-05-22,4,Failed
2190,2190,9281.04,2020-09-14,2020-09-14,4,Failed
37766,37766,4477.26,2021-03-20,2021-03-20,2,Pending
50592,50592,2078.69,2019-06-22,2019-06-22,4,Completed
60733,60733,4266.45,2021-07-18,2021-07-18,3,Completed
8135,8135,8144.13,2022-11-06,2022-11-06,1,Failed
22161,22161,6544.71,2020-12-30,2020-12-30,3,Pending
35521,35521,1091.62,2018-06-23,2018-06-23,1,Failed
95754,95754,8236.19,2022-12-27,2022-12-27,2,Pending
33664,33664,5003.12,2018-05-17,2018-05-17,1,Completed
94499,94499,3054.42,2022-03-05,2022-03-05,1,Pending
31394,31394,6568.87,2021-06-04,2021-06-04,4,Completed
12489,12489,1002.31,2021-03-08,2021-03-08,3,Completed
45846,45846,5199.61,2018-10-28,2018-10-28,3,Failed
74257,74257,3072.84,2020-10-18,2020-10-18,2,Completed
96181,96181,9380.58,2021-05-05,2021-05-05,3,Completed
45088,45088,2828.75,2020-01-22,2020-01-22,1,Completed
78103,78103,1079.44,2021-03-23,2021-03-23,3,Failed
15889,15889,9344.34,2022-07-16,2022-07-16,4,Failed
75916,75916,2308.89,2021-06-28,2021-06-28,2,Pending
36163,36163,6293.03,2021-10-01,2021-10-01,3,Completed
37161,37161,6822.54,2020-08-01,2020-08-01,1,Pending
96250,96250,5191.97,2022-02-12,2022-02-12,1,Completed
2739,2739,8475.35,2022-11-11,2022-11-11,1,Completed
56692,56692,1897.77,2021-01-26,2021-01-26,2,Failed
53024,53024,1565.95,2019-05-24,2019-05-24,2,Pending
41486,41486,2072.84,2018-04-29,2018-04-29,1,Failed
26604,26604,6943.48,2021-12-26,2021-12-26,1,Failed
75591,75591,1537.29,2019-02-20,2019-02-20,1,Failed
30480,30480,6230.46,2019-08-09,2019-08-09,1,Failed
16413,16413,851.15,2022-12-10,2022-12-10,3,Failed
98531,98531,8891.05,2018-09-23,2018-09-23,1,Failed
68529,68529,6464.08,2019-07-17,2019-07-17,1,Pending
9518,9518,507.17,2020-05-14,2020-05-14,4,Completed
5677,5677,8512.44,2020-09-08,2020-09-08,4,Pending
85674,85674,5829.1,2020-05-31,2020-05-31,2,Completed
57778,57778,2213.37,2022-08-01,2022-08-01,4,Pending
98924,98924,9795.17,2022-06-28,2022-06-28,2,Completed
75594,75594,5910.66,2018-10-01,2018-10-01,3,Failed
50992,50992,2592.13,2021-12-10,2021-12-10,4,Failed
55397,55397,8680.33,2021-08-08,2021-08-08,3,Completed
28582,28582,1324.94,2022-07-14,2022-07-14,2,Completed
57828,57828,2723.87,2023-02-25,2023-02-25,4,Failed
29035,29035,9322.41,2019-08-28,2019-08-28,2,Completed
65940,65940,258.58,2019-08-03,2019-08-03,1,Completed
41789,41789,7855.52,2019-12-12,2019-12-12,3,Completed
43558,43558,5028.46,2019-04-03,2019-04-03,1,Pending
31847,31847,3551.36,2022-10-24,2022-10-24,4,Failed
84323,84323,3015.41,2020-07-11,2020-07-11,4,Failed
3336,3336,8079.95,2020-06-16,2020-06-16,2,Completed
9207,9207,298.44,2018-12-06,2018-12-06,4,Completed
32529,32529,143.03,2019-01-18,2019-01-18,2,Failed
12803,12803,9639.49,2020-05-12,2020-05-12,3,Completed
6695,6695,2214.83,2023-02-28,2023-02-28,3,Pending
88839,88839,4027.53,2021-07-03,2021-07-03,1,Pending
7653,7653,3383.98,2018-11-25,2018-11-25,2,Completed
54714,54714,8301.19,2022-11-18,2022-11-18,2,Completed
57091,57091,2647.55,2019-03-28,2019-03-28,4,Completed
33312,33312,2764.28,2019-11-20,2019-11-20,1,Pending
29192,29192,67.56,2018-07-29,2018-07-29,2,Pending
56947,56947,1838.7,2021-07-17,2021-07-17,4,Failed
87954,87954,5434.19,2019-09-02,2019-09-02,3,Pending
16936,16936,6230.01,2022-09-26,2022-09-26,1,Pending
7493,7493,5204.96,2022-01-28,2022-01-28,3,Completed
1362,1362,8287.88,2021-09-15,2021-09-15,2,Completed
18484,18484,6778.56,2023-03-25,2023-03-25,3,Completed
90946,90946,2520.61,2021-12-04,2021-12-04,3,Failed
22781,22781,9764.71,2019-12-23,2019-12-23,3,Pending
14345,14345,677.42,2022-01-20,2022-01-20,2,Pending
324,324,1927.53,2021-11-27,2021-11-27,2,Failed
3841,3841,1586.4,2022-04-07,2022-04-07,3,Failed
23569,23569,815.23,2019-12-28,2019-12-28,4,Failed
21241,21241,9223.82,2019-06-28,2019-06-28,2,Failed
99298,99298,2646.0,2021-02-15,2021-02-15,3,Pending
91157,91157,391.83,2021-06-04,2021-06-04,3,Failed
79010,79010,6502.86,2019-01-22,2019-01-22,2,Failed
62904,62904,6573.18,2020-01-30,2020-01-30,1,Completed
12528,12528,204.88,2020-02-08,2020-02-08,2,Failed
39676,39676,696.99,2022-04-15,2022-04-15,2,Pending
50331,50331,6201.23,2020-06-14,2020-06-14,1,Completed
12991,12991,6498.29,2019-01-04,2019-01-04,3,Completed
19416,19416,9919.53,2019-08-24,2019-08-24,2,Pending
8113,8113,6138.69,2018-06-02,2018-06-02,1,Pending
29044,29044,3851.12,2021-04-28,2021-04-28,1,Failed
17114,17114,9671.01,2022-08-14,2022-08-14,3,Failed
79074,79074,9408.96,2019-09-06,2019-09-06,3,Pending
37581,37581,6844.37,2023-01-09,2023-01-09,4,Completed
21304,21304,6216.36,2020-06-17,2020-06-17,2,Completed
5498,5498,303.54,2018-03-31,2018-03-31,4,Failed
50596,50596,2618.99,2019-10-12,2019-10-12,3,Failed
27976,27976,1229.97,2023-01-03,2023-01-03,4,Completed
31763,31763,4350.25,2020-07-23,2020-07-23,1,Pending
98627,98627,3205.99,2019-06-05,2019-06-05,2,Pending
9285,9285,3103.51,2021-08-28,2021-08-28,1,Pending
35616,35616,6167.52,2020-03-25,2020-03-25,3,Pending
43481,43481,4599.0,2022-08-27,2022-08-27,3,Completed
60537,60537,8677.42,2022-04-24,2022-04-24,1,Pending
75108,75108,4175.88,2021-07-27,2021-07-27,2,Pending
3447,3447,2677.86,2019-07-28,2019-07-28,1,Completed
67945,67945,7156.65,2019-05-08,2019-05-08,3,Pending
14866,14866,1028.57,2023-02-20,2023-02-20,3,Pending
34012,34012,2731.99,2018-10-19,2018-10-19,3,Pending
15466,15466,6378.64,2019-09-16,2019-09-16,1,Pending
30855,30855,7430.81,2022-04-27,2022-04-27,4,Pending
93523,93523,4569.71,2020-11-23,2020-11-23,4,Completed
48664,48664,9339.91,2021-05-19,2021-05-19,1,Pending
21194,21194,2262.18,2018-08-04,2018-08-04,2,Pending
38209,38209,933.38,2021-09-04,2021-09-04,1,Failed
58843,58843,4700.92,2021-03-22,2021-03-22,3,Pending
88819,88819,7632.49,2021-02-06,2021-02-06,4,Completed
92814,92814,8259.98,2019-11-25,2019-11-25,2,Pending
61311,61311,2696.27,2020-12-02,2020-12-02,1,Failed
60690,60690,9760.97,2022-06-25,2022-06-25,2,Completed
7514,7514,7917.81,2018-12-25,2018-12-25,4,Failed
22999,22999,6498.13,2019-01-05,2019-01-05,4,Failed
13562,13562,744.95,2019-09-16,2019-09-16,1,Pending
25221,25221,5943.52,2021-01-02,2021-01-02,2,Failed
32495,32495,1761.28,2022-06-10,2022-06-10,3,Completed
77485,77485,4834.09,2019-12-06,2019-12-06,2,Pending
35297,35297,9902.49,2020-04-18,2020-04-18,4,Pending
53529,53529,2308.32,2018-07-28,2018-07-28,4,Failed
95951,95951,2673.59,2022-07-14,2022-07-14,3,Completed
8775,8775,3131.22,2019-03-19,2019-03-19,2,Failed
79089,79089,4389.2,2021-09-02,2021-09-02,2,Pending
84853,84853,7500.0,2019-07-28,2019-07-28,4,Failed
52388,52388,1431.4,2019-01-14,2019-01-14,4,Failed
173,173,7249.37,2019-09-05,2019-09-05,1,Completed
25800,25800,9898.59,2018-10-18,2018-10-18,3,Pending
92502,92502,4099.02,2019-03-05,2019-03-05,3,Completed
46002,46002,2060.72,2020-03-11,2020-03-11,4,Pending
7330,7330,3814.13,2019-05-05,2019-05-05,1,Completed
24910,24910,2004.17,2021-12-27,2021-12-27,2,Failed
95744,95744,132.7,2022-04-23,2022-04-23,3,Failed
40248,40248,4848.27,2020-07-14,2020-07-14,3,Pending
75063,75063,7015.12,2022-07-21,2022-07-21,3,Completed
75076,75076,8726.21,2018-12-26,2018-12-26,2,Completed
72712,72712,4451.24,2020-02-19,2020-02-19,3,Failed
54115,54115,7749.3,2018-12-03,2018-12-03,1,Completed
27391,27391,1108.71,2019-11-08,2019-11-08,2,Completed
25080,25080,5536.2,2022-08-18,2022-08-18,3,Completed
43604,43604,9895.99,2018-10-30,2018-10-30,2,Pending
9659,9659,9434.29,2023-01-15,2023-01-15,1,Pending
40196,40196,2680.31,2020-10-15,2020-10-15,2,Completed
98564,98564,4225.05,2021-01-20,2021-01-20,2,Failed
46362,46362,2338.86,2018-11-28,2018-11-28,1,Failed
78565,78565,7961.9,2022-04-06,2022-04-06,1,Pending
18844,18844,9456.76,2018-10-26,2018-10-26,2,Pending
48228,48228,2792.91,2019-01-08,2019-01-08,1,Failed
54664,54664,173.04,2021-12-16,2021-12-16,4,Pending
98598,98598,741.1,2021-04-03,2021-04-03,1,Completed
52709,52709,2699.95,2020-03-22,2020-03-22,4,Failed
94244,94244,2086.6,2018-07-20,2018-07-20,2,Completed
1155,1155,6312.54,2022-08-06,2022-08-06,1,Completed
46837,46837,7826.59,2021-07-29,2021-07-29,4,Failed
15464,15464,1717.34,2020-10-09,2020-10-09,3,Failed
95035,95035,4982.56,2022-05-21,2022-05-21,2,Completed
51913,51913,9074.22,2018-11-09,2018-11-09,1,Pending
45861,45861,1059.12,2023-02-19,2023-02-19,2,Pending
57700,57700,7402.26,2018-04-12,2018-04-12,4,Failed
